                                SS           DS         SPEX         DPEX          Sum
 NEG         28883526            0            0            0            0     28883526
 SI        1314423362     52281974     11548442     39125216     14300475   1431679469
 DI         217358272     20421666      7646937     19279652      8969289    273675816
 TI          23461148      9957781      4507190     10601914      5826134     54354167
 SC          56331741     10704781      2196370     13229317      5095477     87557686
 DC           1681975      1256816       508956      1513722       656999      5618468
 DCAI         3594311      1144216       380219      1293230       507065      6919041
 TEX        578277517     27664422      5961700     18475430      7620163    637999232
 --------------------------------------------------------------------------------------
 Sum       2224011852    123431656     32749814    103518481     42975602
 
                                SS           DS         SPEX         DPEX          Sum
 NEG             1.14         0.00         0.00         0.00         0.00         1.14
 SI             52.02         2.07         0.46         1.55         0.57        56.66
 DI              8.60         0.81         0.30         0.76         0.35        10.83
 TI              0.93         0.39         0.18         0.42         0.23         2.15
 SC              2.23         0.42         0.09         0.52         0.20         3.47
 DC              0.07         0.05         0.02         0.06         0.03         0.22
 DCAI            0.14         0.05         0.02         0.05         0.02         0.27
 TEX            22.89         1.10         0.24         0.73         0.30        25.25
 --------------------------------------------------------------------------------------
 Sum            88.02         4.89         1.30         4.10         1.70
