  200.184  2.293E-05
  222.061  8.569E-07
  222.500  1.824E-04
  223.920  3.924E-06
  225.590  4.029E-05
  233.141  1.377E-05
  241.905  4.875E-07
  242.157  1.012E-04
  244.232  2.621E-06
  245.255  2.540E-05
  253.003  8.440E-06
  254.762  2.991E-07
  254.902  5.963E-05
  257.362  1.408E-06
  258.014  1.484E-05
  263.572  2.044E-07
  263.684  3.458E-05
  265.861  5.427E-06
  266.347  1.101E-06
  266.767  1.106E-05
  269.883  1.363E-07
  269.942  2.408E-05
  272.763  6.216E-07
  273.033  8.361E-06
  274.666  3.822E-06
  280.984  2.605E-06
  370.492  1.452E-04
  381.257  8.348E-03
  407.173  1.657E-03
  506.784  3.295E-05
  511.136  9.768E-04
  538.710  1.712E-04
  569.128  1.416E-05
  571.182  2.398E-04
  599.392  7.266E-05
  602.305  6.244E-06
  603.821  1.140E-04
  622.725  4.239E-06
  623.351  7.137E-05
  632.411  4.290E-05
  635.818  2.302E-06
  636.144  4.151E-05
  644.745  1.810E-06
  644.968  3.088E-05
  651.179  2.329E-05
  651.179  1.028E-06
  652.205  2.613E-05
  665.151  1.674E-05
  673.827  1.178E-05
  680.111  8.019E-06
