                                SS           DS         SPEX         DPEX          Sum
 NEG         24890348            0            0            0            0     24890348
 SI           2101778     20531982      2756314      7006243      3109516     35505833
 DI              6412      3189536       843341      1096135       867057      6002481
 TI             93096       701342       341311       734629       566708      2437086
 SC          18073206      3913157       620335      5415076      2282499     30304273
 DC            671532       257582        43757       418348        86692      1477911
 DCAI          186230        89581        26713       119037        41181       462742
 TEX          1109864     16884553      3099411      7955272      3921987     32971087
 --------------------------------------------------------------------------------------
 Sum         47132466     45567733      7731182     22744740     10875640
 
                                SS           DS         SPEX         DPEX          Sum
 NEG            18.57         0.00         0.00         0.00         0.00        18.57
 SI              1.57        15.32         2.06         5.23         2.32        26.49
 DI              0.00         2.38         0.63         0.82         0.65         4.48
 TI              0.07         0.52         0.25         0.55         0.42         1.82
 SC             13.48         2.92         0.46         4.04         1.70        22.61
 DC              0.50         0.19         0.03         0.31         0.06         1.10
 DCAI            0.14         0.07         0.02         0.09         0.03         0.35
 TEX             0.83        12.60         2.31         5.93         2.93        24.60
 --------------------------------------------------------------------------------------
 Sum            35.16        33.99         5.77        16.97         8.11
