                                SS           DS         SPEX         DPEX          Sum
 NEG         28905736            0            0            0            0     28905736
 SI          68411628     40157223      9096339     25693479     11066415    154425084
 DI           3928333      9895608      4918314      7271257      5444511     31458023
 TI           5531124      6264077      3352305      6548378      4400522     26096406
 SC          46213453      9845917      1989571     12218004      4830773     75097718
 DC           1496087      1109372       432286      1356650       563854      4958249
 DCAI         2448971       854369       307114       970165       413963      4994582
 TEX         29434912     25628263      5522101     15965016      7072955     83623247
 --------------------------------------------------------------------------------------
 Sum        186370244     93754829     25618030     70022949     33792993
 
                                SS           DS         SPEX         DPEX          Sum
 NEG             7.06         0.00         0.00         0.00         0.00         7.06
 SI             16.70         9.81         2.22         6.27         2.70        37.71
 DI              0.96         2.42         1.20         1.78         1.33         7.68
 TI              1.35         1.53         0.82         1.60         1.07         6.37
 SC             11.28         2.40         0.49         2.98         1.18        18.34
 DC              0.37         0.27         0.11         0.33         0.14         1.21
 DCAI            0.60         0.21         0.07         0.24         0.10         1.22
 TEX             7.19         6.26         1.35         3.90         1.73        20.42
 --------------------------------------------------------------------------------------
 Sum            45.51        22.89         6.26        17.10         8.25
