                                SS           DS         SPEX         DPEX          Sum
 SI          15174921     43133553     19618460     46977566     10313896    135218396
 DI          13637138      4081061      3342565      4127698      2443974     27632436
 TI            951563     11039505      8420316     11541768      7066650     39019802
 DCAI          222074       141385        80820       170696        73960       688935
 SC          66936305     33257655     13597431     48879656     11618254    174289301
 DC           3967418      7949073      3957459     10148005      4848045     30870000
 TEX         11281866     37719777     20198280     41028937     11598998    121827858
 -------------------------------------------------------------------------------------
 Sum        112171285    137322009     69215331    162874326     47963777    529546728
 
                                SS           DS         SPEX         DPEX          Sum
 SI              2.87         8.15         3.70         8.87         1.95        25.53
 DI              2.58         0.77         0.63         0.78         0.46         5.22
 TI              0.18         2.08         1.59         2.18         1.33         7.37
 DCAI            0.04         0.03         0.02         0.03         0.01         0.13
 SC             12.64         6.28         2.57         9.23         2.19        32.91
 DC              0.75         1.50         0.75         1.92         0.92         5.83
 TEX             2.13         7.12         3.81         7.75         2.19        23.01
 -------------------------------------------------------------------------------------
 Sum            21.18        25.93        13.07        30.76         9.06       100.00
