                                SS           DS         SPEX         DPEX          Sum
 SI         147879266     68754815     30478914     79446924     17994254    344554173
 DI          42949932      9861375      7447391     10402749      6000363     76661810
 TI           8626277     19703556     14153158     21184877     12186946     75854814
 DCAI         1083044       524729       266234       637068       236999      2748074
 SC          97963855     41997048     17433638     59789451     14436413    231620405
 DC           4916593     10645776      5861114     13000348      6452680     40876511
 TEX         66463879     44607410     22307287     50204837     13039335    196622748
 -------------------------------------------------------------------------------------
 Sum        369882846    196094709     97947736    234666254     70346990    968938535
 
                                SS           DS         SPEX         DPEX          Sum
 SI             15.26         7.10         3.15         8.20         1.86        35.56
 DI              4.43         1.02         0.77         1.07         0.62         7.91
 TI              0.89         2.03         1.46         2.19         1.26         7.83
 DCAI            0.11         0.05         0.03         0.07         0.02         0.28
 SC             10.11         4.33         1.80         6.17         1.49        23.90
 DC              0.51         1.10         0.60         1.34         0.67         4.22
 TEX             6.86         4.60         2.30         5.18         1.35        20.29
 -------------------------------------------------------------------------------------
 Sum            38.17        20.24        10.11        24.22         7.26       100.00
