                                SS           DS         SPEX         DPEX          Sum
 SI           2448688     17113112      8336442     18167598      4453740     50519580
 DI           3308200      1026651       851987      1034861       623612      6845311
 TI             82923      3503442      2762544      3622490      2460324     12431723
 DCAI            7207        13023         7546        14442         8237        50455
 SC          31123060     14268430      5485274     22791124      5555504     79223392
 DC           2352649      3884671      1448251      5409070      2349878     15444519
 TEX          2056845     19939876     12538017     21099438      7677690     63311866
 -------------------------------------------------------------------------------------
 Sum         41379572     59749205     31430061     72139023     23128985    227826846
 
                                SS           DS         SPEX         DPEX          Sum
 SI              1.07         7.51         3.66         7.97         1.95        22.17
 DI              1.45         0.45         0.37         0.45         0.27         3.00
 TI              0.04         1.54         1.21         1.59         1.08         5.46
 DCAI            0.00         0.01         0.00         0.01         0.00         0.02
 SC             13.66         6.26         2.41        10.00         2.44        34.77
 DC              1.03         1.71         0.64         2.37         1.03         6.78
 TEX             0.90         8.75         5.50         9.26         3.37        27.79
 -------------------------------------------------------------------------------------
 Sum            18.16        26.23        13.80        31.66        10.15       100.00
