                                SS           DS         SPEX         DPEX          Sum
 SI         539181060     91529078     37772964    110351275     22800569    801634946
 DI         124792973     17016609     10796329     18798323      8797744    180201978
 TI          23125586     26133602     17430290     28473775     15076561    110239814
 DCAI         1641493       692564       322103       832416       288878      3777454
 SC         121849144     47953921     19557549     68136159     16100894    273597667
 DC           6085745     12180552      6668863     14804955      7293969     47034084
 TEX        238304527     50956516     25069499     60018270     14653474    389002286
 -------------------------------------------------------------------------------------
 Sum       1054980528    246462842    117617597    301415173     85012089   1805488229
 
                                SS           DS         SPEX         DPEX          Sum
 SI             29.86         5.07         2.09         6.11         1.26        44.40
 DI              6.91         0.94         0.60         1.04         0.49         9.98
 TI              1.28         1.45         0.97         1.58         0.84         6.11
 DCAI            0.09         0.04         0.02         0.05         0.02         0.21
 SC              6.75         2.66         1.08         3.77         0.89        15.15
 DC              0.34         0.67         0.37         0.82         0.40         2.61
 TEX            13.20         2.82         1.39         3.32         0.81        21.55
 -------------------------------------------------------------------------------------
 Sum            58.43        13.65         6.51        16.69         4.71       100.00
