                                SS           DS         SPEX         DPEX          Sum
 NEG         18199550            0            0            0            0     18199550
 SI           1472088     13596045      1055679      2964481      1381864     20470157
 DI              1322      1767551       224589       366768       270132      2630362
 TI              8289       128763        56600       135527       115643       444822
 SC           8635509      1576524       213393      2299692      1079686     13804804
 DC            364361        98636        11209       174337        26668       675211
 DCAI           35146        19552         4757        26328         9192        94975
 TEX           248836     10193038      1680924      4188986      2263082     18574866
 --------------------------------------------------------------------------------------
 Sum         28965101     27380109      3247151     10156119      5146267
 
                                SS           DS         SPEX         DPEX          Sum
 NEG            24.30         0.00         0.00         0.00         0.00        24.30
 SI              1.97        18.15         1.41         3.96         1.85        27.33
 DI              0.00         2.36         0.30         0.49         0.36         3.51
 TI              0.01         0.17         0.08         0.18         0.15         0.59
 SC             11.53         2.10         0.29         3.07         1.44        18.43
 DC              0.49         0.13         0.01         0.23         0.04         0.90
 DCAI            0.05         0.03         0.01         0.04         0.01         0.13
 TEX             0.33        13.61         2.24         5.59         3.02        24.80
 --------------------------------------------------------------------------------------
 Sum            38.67        36.56         4.34        13.56         6.87
