                                SS           DS         SPEX         DPEX          Sum
 SI         180647347     76496482     33756037     88834469     19973478    399707813
 DI          50471493     11218556      8365944     11909943      6755425     88721361
 TI          10384010     22006542     15669289     23709907     13501812     85271560
 DCAI         1232595       588975       294619       711703       263871      3091763
 SC         108368280     46029676     19080710     65528554     15786014    254793234
 DC           5414516     11681656      6431308     14253933      7063514     44844927
 TEX         80422419     48860808     24391404     55188815     14261892    223125338
 -------------------------------------------------------------------------------------
 Sum        436940660    216882695    107989311    260137324     77606006   1099555996
 
                                SS           DS         SPEX         DPEX          Sum
 SI             16.43         6.96         3.07         8.08         1.82        36.35
 DI              4.59         1.02         0.76         1.08         0.61         8.07
 TI              0.94         2.00         1.43         2.16         1.23         7.76
 DCAI            0.11         0.05         0.03         0.06         0.02         0.28
 SC              9.86         4.19         1.74         5.96         1.44        23.17
 DC              0.49         1.06         0.58         1.30         0.64         4.08
 TEX             7.31         4.44         2.22         5.02         1.30        20.29
 -------------------------------------------------------------------------------------
 Sum            39.74        19.72         9.82        23.66         7.06       100.00
