                                SS           DS         SPEX         DPEX          Sum
 NEG         28763010            0            0            0            0     28763010
 SI         581707437     50170286     11345636     36718299     14009030    693950688
 DI          81683193     18093055      7266499     16494229      8404843    131941819
 TI          19260317      9718394      4454969     10340787      5749294     49523761
 SC          55067621     10629018      2188509     13145159      5071030     86101337
 DC           1651815      1249550       507799      1504989       654537      5568690
 DCAI         3534780      1137232       378240      1282512       503822      6836586
 TEX        222105331     27249703      5905676     18043576      7559824    280864110
 --------------------------------------------------------------------------------------
 Sum        993773504    118247238     32047328     97529551     41952380
 
                                SS           DS         SPEX         DPEX          Sum
 NEG             2.24         0.00         0.00         0.00         0.00         2.24
 SI             45.32         3.91         0.88         2.86         1.09        54.06
 DI              6.36         1.41         0.57         1.28         0.65        10.28
 TI              1.50         0.76         0.35         0.81         0.45         3.86
 SC              4.29         0.83         0.17         1.02         0.39         6.71
 DC              0.13         0.10         0.04         0.12         0.05         0.43
 DCAI            0.28         0.09         0.03         0.10         0.04         0.53
 TEX            17.30         2.12         0.46         1.41         0.59        21.88
 --------------------------------------------------------------------------------------
 Sum            77.42         9.21         2.50         7.60         3.27
