 Total Production Rate:
                2.269E+06  2.246E+06  1.729E+06  5.169E+05  2.343E+04  1.995E+04  3.093E+03  3.318E+02  4.544E+01  1.093E+01  1.185E+00  0.000E+00

 Phot Eng [eV]      Total    O_Total         O6         O7    S_Total         S8         S9        S10        S11        S12        S13        S14
    100.00      2.028E-04  2.013E-04  0.000E+00  2.013E-04  1.537E-06  1.537E-06  1.680E-12  7.042E-12  5.602E-18  0.000E+00  3.445E-10  0.000E+00
    101.00      2.636E-04  2.615E-04  0.000E+00  2.615E-04  2.086E-06  2.086E-06  2.432E-12  9.211E-12  8.414E-18  0.000E+00  4.424E-10  0.000E+00
    102.00      3.417E-04  3.388E-04  0.000E+00  3.388E-04  2.824E-06  2.823E-06  3.511E-12  1.202E-11  1.259E-17  0.000E+00  5.668E-10  0.000E+00
    103.00      4.418E-04  4.380E-04  0.000E+00  4.380E-04  3.813E-06  3.812E-06  5.058E-12  1.565E-11  1.880E-17  0.000E+00  7.245E-10  0.000E+00
    104.00      5.699E-04  5.648E-04  0.000E+00  5.648E-04  5.136E-06  5.135E-06  7.269E-12  2.033E-11  2.800E-17  0.000E+00  9.236E-10  0.000E+00
    105.00      7.333E-04  7.264E-04  0.000E+00  7.264E-04  6.901E-06  6.900E-06  1.042E-11  2.635E-11  4.161E-17  0.000E+00  1.175E-09  0.000E+00
    106.00      9.413E-04  9.320E-04  0.000E+00  9.320E-04  9.250E-06  9.249E-06  1.490E-11  3.408E-11  6.170E-17  0.000E+00  1.490E-09  0.000E+00
    107.00      1.205E-03  1.193E-03  0.000E+00  1.193E-03  1.237E-05  1.237E-05  2.126E-11  4.397E-11  9.128E-17  0.000E+00  1.886E-09  0.000E+00
    108.00      1.539E-03  1.523E-03  0.000E+00  1.523E-03  1.650E-05  1.649E-05  3.026E-11  5.660E-11  1.347E-16  0.000E+00  2.382E-09  0.000E+00
    109.00      1.961E-03  1.939E-03  0.000E+00  1.939E-03  2.195E-05  2.194E-05  4.296E-11  7.270E-11  1.984E-16  0.000E+00  3.000E-09  0.000E+00
    110.00      2.493E-03  2.464E-03  0.000E+00  2.464E-03  2.913E-05  2.913E-05  6.084E-11  9.318E-11  2.916E-16  0.000E+00  3.770E-09  0.000E+00
    111.00      3.161E-03  3.122E-03  0.000E+00  3.122E-03  3.856E-05  3.856E-05  8.596E-11  1.192E-10  4.275E-16  0.000E+00  4.726E-09  0.000E+00
    112.00      3.998E-03  3.947E-03  0.000E+00  3.947E-03  5.093E-05  5.092E-05  1.212E-10  1.520E-10  6.253E-16  0.000E+00  5.910E-09  0.000E+00
    113.00      5.044E-03  4.977E-03  0.000E+00  4.977E-03  6.710E-05  6.709E-05  1.704E-10  1.936E-10  9.125E-16  0.000E+00  7.373E-09  0.000E+00
    114.00      6.348E-03  6.260E-03  0.000E+00  6.260E-03  8.817E-05  8.816E-05  2.390E-10  2.460E-10  1.329E-15  0.000E+00  9.176E-09  0.000E+00
    115.00      7.970E-03  7.855E-03  0.000E+00  7.855E-03  1.156E-04  1.156E-04  3.344E-10  3.119E-10  1.930E-15  0.000E+00  1.139E-08  0.000E+00
    116.00      9.982E-03  9.831E-03  0.000E+00  9.831E-03  1.512E-04  1.511E-04  4.668E-10  3.946E-10  2.797E-15  0.000E+00  1.411E-08  0.000E+00
    117.00      1.247E-02  1.227E-02  0.000E+00  1.227E-02  1.972E-04  1.972E-04  6.501E-10  4.982E-10  4.044E-15  0.000E+00  1.744E-08  0.000E+00
    118.00      1.554E-02  1.529E-02  0.000E+00  1.529E-02  2.566E-04  2.565E-04  9.031E-10  6.278E-10  5.833E-15  0.000E+00  2.150E-08  0.000E+00
    119.00      1.932E-02  1.899E-02  0.000E+00  1.899E-02  3.330E-04  3.330E-04  1.252E-09  7.894E-10  8.395E-15  0.000E+00  2.644E-08  0.000E+00
    120.00      2.397E-02  2.354E-02  0.000E+00  2.354E-02  4.312E-04  4.312E-04  1.730E-09  9.907E-10  1.205E-14  0.000E+00  3.244E-08  0.000E+00
    121.00      2.965E-02  2.909E-02  0.000E+00  2.909E-02  5.570E-04  5.570E-04  2.387E-09  1.241E-09  1.727E-14  0.000E+00  3.972E-08  0.000E+00
