                                SS           DS         SPEX         DPEX          Sum
 NEG         28501355            0            0            0            0     28501355
 SI          13117356     31465852      6249415     16416680      7135661     74384964
 DI            287903      6267852      2730388      3601473      2875911     15763527
 TI           1294494      3164110      1682341      3309836      2338378     11789159
 SC          34510750      7806373      1439684      9940058      3948809     57645674
 DC           1217962       698738       219150       932246       297587      3365683
 DCAI         1135614       412562       146050       498096       193960      2386282
 TEX          7409049     22832264      4725961     12995740      5920269     53883283
 --------------------------------------------------------------------------------------
 Sum         87474483     72647751     17192989     47694129     22710575
 
                                SS           DS         SPEX         DPEX          Sum
 NEG            11.51         0.00         0.00         0.00         0.00        11.51
 SI              5.29        12.70         2.52         6.63         2.88        30.03
 DI              0.12         2.53         1.10         1.45         1.16         6.36
 TI              0.52         1.28         0.68         1.34         0.94         4.76
 SC             13.93         3.15         0.58         4.01         1.59        23.27
 DC              0.49         0.28         0.09         0.38         0.12         1.36
 DCAI            0.46         0.17         0.06         0.20         0.08         0.96
 TEX             2.99         9.22         1.91         5.25         2.39        21.75
 --------------------------------------------------------------------------------------
 Sum            35.31        29.33         6.94        19.25         9.17
