                                SS           DS         SPEX         DPEX          Sum
 SI           1452478      5381317      2702559      5731783      1491338     16759475
 DI            742345       212419       177584       214159       130015      1476522
 TI             15539       676053       563679       689856       564871      2509998
 DCAI             492         1681         1036         1778         1296         6283
 SC          11568790      4123252      1536602      6480500      1895804     25604948
 DC           1149879      1413173       418351      2085718       890579      5957700
 TEX           322331      7052582      5195709      7260081      3379398     23210101
 -------------------------------------------------------------------------------------
 Sum         15251854     18860477     10595520     22463875      8353301     75525027
 
                                SS           DS         SPEX         DPEX          Sum
 SI              1.92         7.13         3.58         7.59         1.97        22.19
 DI              0.98         0.28         0.24         0.28         0.17         1.96
 TI              0.02         0.90         0.75         0.91         0.75         3.32
 DCAI            0.00         0.00         0.00         0.00         0.00         0.01
 SC             15.32         5.46         2.03         8.58         2.51        33.90
 DC              1.52         1.87         0.55         2.76         1.18         7.89
 TEX             0.43         9.34         6.88         9.61         4.47        30.73
 -------------------------------------------------------------------------------------
 Sum            20.19        24.97        14.03        29.74        11.06       100.00
