 Total Production Rate:
                2.195E+06  2.174E+06  1.669E+06  5.050E+05  2.111E+04  1.785E+04  2.895E+03  3.138E+02  4.396E+01  1.065E+01  1.160E+00  0.000E+00

 Phot Eng [eV]      Total    O_Total         O6         O7    S_Total         S8         S9        S10        S11        S12        S13        S14
    100.00      1.510E-04  1.496E-04  0.000E+00  1.496E-04  1.357E-06  1.357E-06  1.553E-12  6.313E-12  5.330E-18  0.000E+00  3.163E-10  0.000E+00
    101.00      1.962E-04  1.944E-04  0.000E+00  1.944E-04  1.842E-06  1.841E-06  2.248E-12  8.259E-12  8.007E-18  0.000E+00  4.062E-10  0.000E+00
    102.00      2.544E-04  2.519E-04  0.000E+00  2.519E-04  2.493E-06  2.492E-06  3.247E-12  1.078E-11  1.198E-17  0.000E+00  5.205E-10  0.000E+00
    103.00      3.290E-04  3.256E-04  0.000E+00  3.256E-04  3.366E-06  3.366E-06  4.677E-12  1.404E-11  1.789E-17  0.000E+00  6.652E-10  0.000E+00
    104.00      4.244E-04  4.198E-04  0.000E+00  4.198E-04  4.535E-06  4.534E-06  6.722E-12  1.824E-11  2.665E-17  0.000E+00  8.481E-10  0.000E+00
    105.00      5.461E-04  5.400E-04  0.000E+00  5.400E-04  6.093E-06  6.092E-06  9.636E-12  2.364E-11  3.960E-17  0.000E+00  1.079E-09  0.000E+00
    106.00      7.011E-04  6.929E-04  0.000E+00  6.929E-04  8.167E-06  8.166E-06  1.378E-11  3.057E-11  5.873E-17  0.000E+00  1.369E-09  0.000E+00
    107.00      8.978E-04  8.868E-04  0.000E+00  8.868E-04  1.092E-05  1.092E-05  1.966E-11  3.945E-11  8.689E-17  0.000E+00  1.732E-09  0.000E+00
    108.00      1.147E-03  1.132E-03  0.000E+00  1.132E-03  1.457E-05  1.456E-05  2.798E-11  5.079E-11  1.283E-16  0.000E+00  2.188E-09  0.000E+00
    109.00      1.461E-03  1.442E-03  0.000E+00  1.442E-03  1.938E-05  1.938E-05  3.973E-11  6.524E-11  1.889E-16  0.000E+00  2.755E-09  0.000E+00
    110.00      1.858E-03  1.832E-03  0.000E+00  1.832E-03  2.572E-05  2.572E-05  5.627E-11  8.363E-11  2.776E-16  0.000E+00  3.463E-09  0.000E+00
    111.00      2.356E-03  2.322E-03  0.000E+00  2.322E-03  3.405E-05  3.405E-05  7.951E-11  1.070E-10  4.070E-16  0.000E+00  4.341E-09  0.000E+00
    112.00      2.980E-03  2.935E-03  0.000E+00  2.935E-03  4.497E-05  4.497E-05  1.121E-10  1.365E-10  5.953E-16  0.000E+00  5.428E-09  0.000E+00
    113.00      3.760E-03  3.701E-03  0.000E+00  3.701E-03  5.925E-05  5.924E-05  1.576E-10  1.738E-10  8.688E-16  0.000E+00  6.772E-09  0.000E+00
    114.00      4.733E-03  4.655E-03  0.000E+00  4.655E-03  7.786E-05  7.785E-05  2.210E-10  2.209E-10  1.265E-15  0.000E+00  8.429E-09  0.000E+00
    115.00      5.943E-03  5.841E-03  0.000E+00  5.841E-03  1.021E-04  1.021E-04  3.093E-10  2.802E-10  1.838E-15  0.000E+00  1.047E-08  0.000E+00
    116.00      7.444E-03  7.311E-03  0.000E+00  7.311E-03  1.335E-04  1.335E-04  4.318E-10  3.545E-10  2.663E-15  0.000E+00  1.296E-08  0.000E+00
    117.00      9.302E-03  9.128E-03  0.000E+00  9.128E-03  1.741E-04  1.741E-04  6.013E-10  4.477E-10  3.851E-15  0.000E+00  1.602E-08  0.000E+00
    118.00      1.159E-02  1.137E-02  0.000E+00  1.137E-02  2.266E-04  2.266E-04  8.354E-10  5.643E-10  5.555E-15  0.000E+00  1.975E-08  0.000E+00
    119.00      1.442E-02  1.412E-02  0.000E+00  1.412E-02  2.941E-04  2.941E-04  1.158E-09  7.097E-10  7.995E-15  0.000E+00  2.430E-08  0.000E+00
    120.00      1.788E-02  1.750E-02  0.000E+00  1.750E-02  3.808E-04  3.808E-04  1.601E-09  8.909E-10  1.148E-14  0.000E+00  2.981E-08  0.000E+00
    121.00      2.213E-02  2.164E-02  0.000E+00  2.164E-02  4.919E-04  4.919E-04  2.208E-09  1.116E-09  1.645E-14  0.000E+00  3.650E-08  0.000E+00
    122.00      2.732E-02  2.668E-02  0.000E+00  2.668E-02  6.338E-04  6.338E-04  3.039E-09  1.396E-09  2.351E-14  0.000E+00  4.458E-08  0.000E+00
    123.00      3.364E-02  3.282E-02  0.000E+00  3.282E-02  8.147E-04  8.146E-04  4.171E-09  1.742E-09  3.352E-14  0.000E+00  5.432E-08  0.000E+00
    124.00      4.132E-02  4.028E-02  0.000E+00  4.028E-02  1.045E-03  1.044E-03  5.712E-09  2.170E-09  4.768E-14  0.000E+00  6.604E-08  0.000E+00
    125.00      5.064E-02  4.930E-02  0.000E+00  4.930E-02  1.336E-03  1.336E-03  7.804E-09  2.698E-09  6.767E-14  0.000E+00  8.010E-08  0.000E+00
    126.00      6.190E-02  6.020E-02  0.000E+00  6.020E-02  1.705E-03  1.704E-03  1.064E-08  3.348E-09  9.581E-14  0.000E+00  9.694E-08  0.000E+00
    127.00      7.549E-02  7.332E-02  0.000E+00  7.332E-02  2.169E-03  2.169E-03  1.446E-08  4.148E-09  1.353E-13  0.000E+00  1.170E-07  0.000E+00
    128.00      9.183E-02  8.908E-02  0.000E+00  8.908E-02  2.754E-03  2.754E-03  1.962E-08  5.130E-09  1.907E-13  0.000E+00  1.410E-07  0.000E+00
    129.00      1.114E-01  1.080E-01  0.000E+00  1.080E-01  3.488E-03  3.488E-03  2.654E-08  6.335E-09  2.681E-13  1.162E-20  1.695E-07  0.000E+00
    130.00      1.349E-01  1.305E-01  0.000E+00  1.305E-01  4.407E-03  4.406E-03  3.583E-08  7.808E-09  3.761E-13  1.757E-20  2.033E-07  0.000E+00
    131.00      1.629E-01  1.574E-01  0.000E+00  1.574E-01  5.553E-03  5.553E-03  4.826E-08  9.610E-09  5.262E-13  2.652E-20  2.432E-07  0.000E+00
    132.00      1.963E-01  1.893E-01  0.000E+00  1.893E-01  6.981E-03  6.981E-03  6.485E-08  1.181E-08  7.345E-13  3.991E-20  2.904E-07  0.000E+00
    133.00      2.360E-01  2.272E-01  0.000E+00  2.272E-01  8.755E-03  8.754E-03  8.692E-08  1.449E-08  1.023E-12  5.992E-20  3.460E-07  0.000E+00
    134.00      2.829E-01  2.720E-01  0.000E+00  2.720E-01  1.095E-02  1.095E-02  1.162E-07  1.775E-08  1.421E-12  8.974E-20  4.112E-07  0.000E+00
    135.00      3.384E-01  3.248E-01  0.000E+00  3.248E-01  1.367E-02  1.367E-02  1.551E-07  2.171E-08  1.970E-12  1.341E-19  4.878E-07  0.000E+00
    136.00      4.038E-01  3.868E-01  0.000E+00  3.868E-01  1.701E-02  1.701E-02  2.064E-07  2.652E-08  2.724E-12  1.998E-19  5.773E-07  0.000E+00
    137.00      4.807E-01  4.596E-01  0.000E+00  4.596E-01  2.112E-02  2.112E-02  2.741E-07  3.235E-08  3.757E-12  2.969E-19  6.818E-07  0.000E+00
    138.00      5.709E-01  5.447E-01  0.000E+00  5.447E-01  2.617E-02  2.617E-02  3.630E-07  3.941E-08  5.171E-12  4.525E-19  8.036E-07  0.000E+00
