 E              SP        Sig       dE     dN        SP1           Ions
 Various data to calculate stopping power for input of 1 ion/cm^2/s.
 Conversion from [eV*cm^2] to [(MeV/mg)*cm^2] is 3.345e-15.
 Ion Energy     dE/dN     Sigma       dE     dN        Sigma*dE      Counts
 [keV/u]        [eV*cm^2] [cm^2]      [eV]   [cm^-2]   [eV*cm^2]    per bin
     1.50       4.48E-18  2.92E-16    38.48  5.10E+15  1.13E-14     6492802
     2.50       7.79E-18  3.68E-16    38.42  3.61E+15  1.41E-14     6513533
     3.50       6.66E-18  4.63E-16    38.26  2.75E+15  1.77E-14     6525846
     4.50       1.25E-17  5.66E-16    38.29  2.27E+15  2.17E-14     6521795
     5.50       1.33E-17  6.70E-16    38.65  1.98E+15  2.59E-14     6489522
     6.50       1.58E-17  7.69E-16    39.04  1.80E+15  3.00E-14     6437414
     7.50       1.69E-17  8.56E-16    39.59  1.69E+15  3.39E-14     6366217
     8.50       1.63E-17  9.30E-16    39.85  1.62E+15  3.70E-14     6352122
     9.50       1.84E-17  9.85E-16    39.08  1.57E+15  3.85E-14     6453361
    10.50       1.82E-17  1.02E-15    39.16  1.56E+15  3.99E-14     6407148
    11.50       2.40E-17  1.03E-15    40.58  1.57E+15  4.19E-14     6183442
    12.50       2.32E-17  1.04E-15    41.96  1.57E+15  4.36E-14     5980412
    13.50       2.59E-17  1.04E-15    43.42  1.56E+15  4.52E-14     5779276
    14.50       2.64E-17  1.04E-15    44.89  1.56E+15  4.66E-14     5590927
    15.50       2.50E-17  1.03E-15    46.35  1.56E+15  4.79E-14     5414639
    16.50       2.90E-17  1.03E-15    47.84  1.55E+15  4.91E-14     5245977
    17.50       2.59E-17  1.02E-15    49.31  1.54E+15  5.02E-14     5089912
    18.50       3.91E-17  1.01E-15    50.78  1.54E+15  5.13E-14     4941978
    19.50       3.37E-17  1.00E-15    52.28  1.53E+15  5.25E-14     4801422
    20.50       3.47E-17  9.97E-16    53.73  1.52E+15  5.36E-14     4672127
    21.50       3.15E-17  9.90E-16    55.22  1.51E+15  5.47E-14     4545689
    22.50       3.85E-17  9.84E-16    56.66  1.50E+15  5.58E-14     4429102
    23.50       3.87E-17  9.79E-16    58.13  1.48E+15  5.69E-14     4318384
    24.50       3.58E-17  9.74E-16    59.51  1.47E+15  5.80E-14     4218701
    25.50       3.97E-17  9.69E-16    60.93  1.46E+15  5.91E-14     4119754
    26.50       4.72E-17  9.66E-16    62.31  1.45E+15  6.02E-14     4028585
    27.50       4.52E-17  9.63E-16    63.70  1.44E+15  6.14E-14     3940786
    28.50       7.50E-17  9.61E-16    65.08  1.43E+15  6.26E-14     3857441
    29.50       4.54E-17  9.59E-16    66.39  1.42E+15  6.37E-14     3781560
    30.50       5.35E-17  9.58E-16    67.60  1.41E+15  6.48E-14     3713408
    31.50       4.80E-17  9.58E-16    68.84  1.40E+15  6.60E-14     3646178
    32.50       6.22E-17  9.59E-16    70.10  1.39E+15  6.72E-14     3581233
    33.50       7.16E-17  9.61E-16    71.34  1.38E+15  6.85E-14     3518981
    34.50       6.19E-17  9.61E-16    72.51  1.37E+15  6.97E-14     3462004
    35.50       7.96E-17  9.64E-16    73.70  1.35E+15  7.11E-14     3406465
    36.50       5.77E-17  9.67E-16    74.85  1.34E+15  7.24E-14     3354156
    37.50       5.80E-17  9.70E-16    75.87  1.33E+15  7.36E-14     3309047
    38.50       6.27E-17  9.74E-16    76.92  1.32E+15  7.50E-14     3263699
    39.50       7.75E-17  9.79E-16    77.98  1.31E+15  7.63E-14     3219929
    40.50       1.19E-16  9.85E-16    78.96  1.30E+15  7.77E-14     3179275
    41.50       6.23E-17  9.90E-16    79.86  1.28E+15  7.91E-14     3143737
    42.50       6.52E-17  9.95E-16    80.84  1.27E+15  8.04E-14     3105525
    43.50       8.87E-17  1.00E-15    81.72  1.26E+15  8.18E-14     3072477
    44.50       6.33E-17  1.01E-15    82.61  1.25E+15  8.34E-14     3039239
    45.50       8.72E-17  1.02E-15    83.35  1.24E+15  8.47E-14     3011908
    46.50       1.21E-16  1.02E-15    84.11  1.23E+15  8.60E-14     2985201
    47.50       1.35E-16  1.03E-15    84.96  1.22E+15  8.77E-14     2955188
    48.50       7.83E-17  1.04E-15    85.69  1.21E+15  8.90E-14     2929599
    49.50       8.52E-17  1.05E-15    86.45  1.19E+15  9.07E-14     2904672
    50.50       1.43E-16  1.06E-15    87.08  1.18E+15  9.20E-14     2883390
    51.50       1.62E-16  1.06E-15    87.86  1.18E+15  9.34E-14     2857710
    52.50       8.44E-17  1.07E-15    88.58  1.17E+15  9.48E-14     2834510
    53.50       1.08E-16  1.08E-15    89.19  1.16E+15  9.61E-14     2815041
    54.50       1.04E-16  1.08E-15    89.88  1.15E+15  9.75E-14     2793395
    55.50       1.04E-16  1.09E-15    90.56  1.14E+15  9.88E-14     2773175
