                                SS           DS         SPEX         DPEX          Sum
 NEG         28817770            0            0            0            0     28817770
 SI          52672677     38677884      8636191     24055893     10492696    134535341
 DI           2657584      9206520      4545360      6547120      5019343     27975927
 TI           4518341      5734451      3081481      5969329      4079288     23382890
 SC          44445808      9591018      1918752     11908310      4728093     72591981
 DC           1461127      1050971       401245      1295077       525572      4733992
 DCAI         2238400       779005       280109       888102       378675      4564291
 TEX         23520766     25221524      5408583     15525134      6932924     76608931
 --------------------------------------------------------------------------------------
 Sum        160332473     90261373     24271721     66188965     32156591
 
                                SS           DS         SPEX         DPEX          Sum
 NEG             7.72         0.00         0.00         0.00         0.00         7.72
 SI             14.11        10.36         2.31         6.45         2.81        36.05
 DI              0.71         2.47         1.22         1.75         1.34         7.50
 TI              1.21         1.54         0.83         1.60         1.09         6.27
 SC             11.91         2.57         0.51         3.19         1.27        19.45
 DC              0.39         0.28         0.11         0.35         0.14         1.27
 DCAI            0.60         0.21         0.08         0.24         0.10         1.22
 TEX             6.30         6.76         1.45         4.16         1.86        20.53
 --------------------------------------------------------------------------------------
 Sum            42.96        24.19         6.50        17.73         8.62
