                                SS           DS         SPEX         DPEX          Sum
 SI           2658111     18538876      8965572     19705910      4756679     54625148
 DI           3690396      1150037       953864      1157628       693080      7645005
 TI             96339      3873973      3044391      4016022      2682652     13713377
 DCAI            9211        15006         8884        16805         9498        59404
 SC          33278625     15457856      5981182     24584888      5961697     85264248
 DC           2454732      4112229      1566393      5703370      2489695     16326419
 TEX          2331011     21205314     13155384     22504483      7982011     67178203
 -------------------------------------------------------------------------------------
 Sum         44518425     64353291     33675670     77689106     24575312    244811804
 
                                SS           DS         SPEX         DPEX          Sum
 SI              1.09         7.57         3.66         8.05         1.94        22.31
 DI              1.51         0.47         0.39         0.47         0.28         3.12
 TI              0.04         1.58         1.24         1.64         1.10         5.60
 DCAI            0.00         0.01         0.00         0.01         0.00         0.02
 SC             13.59         6.31         2.44        10.04         2.44        34.83
 DC              1.00         1.68         0.64         2.33         1.02         6.67
 TEX             0.95         8.66         5.37         9.19         3.26        27.44
 -------------------------------------------------------------------------------------
 Sum            18.18        26.29        13.76        31.73        10.04       100.00
