                                SS           DS         SPEX         DPEX          Sum
 SI           1844154     11417777      5718252     12091077      3151524     34222784
 DI           1942570       584526       485583       587796       364474      3964949
 TI             43778      2056666      1659122      2118899      1552446      7430911
 DCAI            2552         6292         3731         6914         4352        23841
 SC          22130237      9399150      3529705     15172706      3883129     54114927
 DC           1896283      2843409       968461      4058309      1734575     11501037
 TEX          1096971     14316222      9616505     14989487      6140305     46159490
 -------------------------------------------------------------------------------------
 Sum         28956545     40624042     21981359     49025188     16830805    157417939
 
                                SS           DS         SPEX         DPEX          Sum
 SI              1.17         7.25         3.63         7.68         2.00        21.74
 DI              1.23         0.37         0.31         0.37         0.23         2.52
 TI              0.03         1.31         1.05         1.35         0.99         4.72
 DCAI            0.00         0.00         0.00         0.00         0.00         0.02
 SC             14.06         5.97         2.24         9.64         2.47        34.38
 DC              1.20         1.81         0.62         2.58         1.10         7.31
 TEX             0.70         9.09         6.11         9.52         3.90        29.32
 -------------------------------------------------------------------------------------
 Sum            18.39        25.81        13.96        31.14        10.69       100.00
