                                SS           DS         SPEX         DPEX          Sum
 NEG         20218461            0            0            0            0     20218461
 SI           1530897     15216414      1382219      3744781      1730329     23604640
 DI              1668      2068338       327286       490375       371029      3258696
 TI             15738       207302        95869       218523       182180       719612
 SC          10617710      2048578       294429      2968064      1351159     17279940
 DC            426082       126955        15577       222655        36989       828258
 DCAI           54922        30002         7596        40366        13996       146882
 TEX           370345     12021093      2018258      5052687      2672529     22134912
 --------------------------------------------------------------------------------------
 Sum         33235823     31718682      4141234     12737451      6358211
 
                                SS           DS         SPEX         DPEX          Sum
 NEG            22.93         0.00         0.00         0.00         0.00        22.93
 SI              1.74        17.25         1.57         4.25         1.96        26.76
 DI              0.00         2.35         0.37         0.56         0.42         3.69
 TI              0.02         0.24         0.11         0.25         0.21         0.82
 SC             12.04         2.32         0.33         3.37         1.53        19.59
 DC              0.48         0.14         0.02         0.25         0.04         0.94
 DCAI            0.06         0.03         0.01         0.05         0.02         0.17
 TEX             0.42        13.63         2.29         5.73         3.03        25.10
 --------------------------------------------------------------------------------------
 Sum            37.69        35.97         4.70        14.44         7.21
