                                SS           DS         SPEX         DPEX          Sum
 NEG         28781845            0            0            0            0     28781845
 SI         864929802     51386275     11443527     38160682     14153273    980073559
 DI         134084236     19399877      7446948     18058378      8699443    187688882
 TI          21602526      9851219      4476697     10498605      5797109     52226156
 SC          55717760     10655831      2190023     13178053      5078389     86820056
 DC           1667648      1252877       510713      1508287       655084      5594609
 DCAI         3571230      1138999       378451      1288895       504325      6881900
 TEX        348945386     27446598      5927231     18284003      7584308    408187526
 --------------------------------------------------------------------------------------
 Sum       1459300433    121131676     32373590    100976903     42471931
 
                                SS           DS         SPEX         DPEX          Sum
 NEG             1.64         0.00         0.00         0.00         0.00         1.64
 SI             49.25         2.93         0.65         2.17         0.81        55.80
 DI              7.63         1.10         0.42         1.03         0.50        10.69
 TI              1.23         0.56         0.26         0.60         0.33         2.97
 SC              3.17         0.61         0.12         0.75         0.29         4.94
 DC              0.09         0.07         0.03         0.09         0.04         0.32
 DCAI            0.20         0.06         0.02         0.07         0.03         0.39
 TEX            19.87         1.56         0.34         1.04         0.43        23.24
 --------------------------------------------------------------------------------------
 Sum            83.09         6.90         1.84         5.75         2.42
