                                SS           DS         SPEX         DPEX          Sum
 SI           2895263     20024045      9620986     21309375      5072878     58922547
 DI           4102850      1286628      1061182      1291979       768288      8510927
 TI            111299      4272791      3344111      4426700      2920598     15075499
 DCAI           11346        17592        10262        19576        11024        69800
 SC          35477979     16687956      6494314     26428912      6365908     91455069
 DC           2548814      4356803      1689522      5998033      2634833     17228005
 TEX          2639003     22478139     13753287     23914389      8281058     71065876
 -------------------------------------------------------------------------------------
 Sum         47786554     69123954     35973664     83388964     26054587    262327723
 
                                SS           DS         SPEX         DPEX          Sum
 SI              1.10         7.63         3.67         8.12         1.93        22.46
 DI              1.56         0.49         0.40         0.49         0.29         3.24
 TI              0.04         1.63         1.27         1.69         1.11         5.75
 DCAI            0.00         0.01         0.00         0.01         0.00         0.03
 SC             13.52         6.36         2.48        10.07         2.43        34.86
 DC              0.97         1.66         0.64         2.29         1.00         6.57
 TEX             1.01         8.57         5.24         9.12         3.16        27.09
 -------------------------------------------------------------------------------------
 Sum            18.22        26.35        13.71        31.79         9.93       100.00
