 E              SP        Sig       dE     dN        SP1           Ions
 Various data to calculate stopping power for input of 1 ion/cm^2/s.
 Conversion from [eV*cm^2] to [(MeV/mg)*cm^2] is 3.345e-15.
 Ion Energy     dE/dN     Sigma       dE     dN        Sigma*dE      Counts
 [keV/u]        [eV*cm^2] [cm^2]      [eV]   [cm^-2]   [eV*cm^2]    per bin
     1.50       4.27E-18  2.93E-16    38.43  5.10E+15  1.12E-14     6538183
     2.50       6.39E-18  3.68E-16    38.39  3.61E+15  1.41E-14     6545780
     3.50       1.36E-17  4.63E-16    38.34  2.75E+15  1.77E-14     6549973
     4.50       1.06E-17  5.65E-16    38.30  2.26E+15  2.17E-14     6555389
     5.50       1.20E-17  6.70E-16    38.57  1.98E+15  2.58E-14     6527036
     6.50       1.58E-17  7.69E-16    39.05  1.80E+15  3.00E-14     6478030
     7.50       1.68E-17  8.57E-16    39.69  1.69E+15  3.40E-14     6396973
     8.50       1.70E-17  9.29E-16    39.78  1.62E+15  3.70E-14     6387227
     9.50       1.96E-17  9.85E-16    39.10  1.57E+15  3.85E-14     6484071
    10.50       1.79E-17  1.02E-15    39.16  1.56E+15  3.99E-14     6441354
    11.50       2.50E-17  1.03E-15    40.55  1.57E+15  4.19E-14     6222189
    12.50       2.20E-17  1.04E-15    41.97  1.57E+15  4.36E-14     6011583
    13.50       2.44E-17  1.04E-15    43.45  1.57E+15  4.52E-14     5807271
    14.50       3.12E-17  1.04E-15    44.89  1.56E+15  4.66E-14     5620840
    15.50       2.27E-17  1.03E-15    46.33  1.56E+15  4.78E-14     5445359
    16.50       2.74E-17  1.03E-15    47.86  1.55E+15  4.91E-14     5271874
    17.50       3.41E-17  1.02E-15    49.31  1.54E+15  5.03E-14     5117525
    18.50       4.36E-17  1.01E-15    50.83  1.53E+15  5.14E-14     4963871
    19.50       3.52E-17  1.00E-15    52.30  1.52E+15  5.25E-14     4825310
    20.50       3.36E-17  9.97E-16    53.74  1.52E+15  5.36E-14     4695729
    21.50       3.81E-17  9.90E-16    55.21  1.51E+15  5.47E-14     4570874
    22.50       4.05E-17  9.85E-16    56.66  1.49E+15  5.58E-14     4454425
    23.50       4.99E-17  9.79E-16    58.13  1.49E+15  5.69E-14     4341444
    24.50       4.65E-17  9.74E-16    59.52  1.47E+15  5.80E-14     4239960
    25.50       4.00E-17  9.69E-16    60.96  1.46E+15  5.91E-14     4139963
    26.50       4.75E-17  9.66E-16    62.26  1.45E+15  6.01E-14     4053584
    27.50       3.93E-17  9.63E-16    63.71  1.44E+15  6.14E-14     3961900
    28.50       5.09E-17  9.61E-16    65.02  1.43E+15  6.25E-14     3881540
    29.50       4.11E-17  9.60E-16    66.36  1.42E+15  6.37E-14     3803675
    30.50       5.27E-17  9.60E-16    67.59  1.41E+15  6.49E-14     3733904
    31.50       5.89E-17  9.58E-16    68.86  1.40E+15  6.60E-14     3665550
    32.50       5.15E-17  9.59E-16    70.08  1.39E+15  6.72E-14     3601789
    33.50       4.99E-17  9.60E-16    71.25  1.38E+15  6.84E-14     3542766
    34.50       5.90E-17  9.62E-16    72.48  1.37E+15  6.97E-14     3482595
    35.50       6.44E-17  9.64E-16    73.66  1.35E+15  7.10E-14     3426719
    36.50       1.33E-16  9.67E-16    74.83  1.34E+15  7.23E-14     3373213
    37.50       5.30E-17  9.71E-16    75.94  1.33E+15  7.37E-14     3323855
    38.50       6.61E-17  9.75E-16    76.94  1.32E+15  7.50E-14     3280938
    39.50       1.05E-16  9.79E-16    77.96  1.31E+15  7.63E-14     3237632
    40.50       8.19E-17  9.84E-16    78.92  1.30E+15  7.77E-14     3198272
    41.50       6.96E-17  9.89E-16    79.91  1.29E+15  7.90E-14     3159056
    42.50       6.50E-17  9.95E-16    80.80  1.27E+15  8.04E-14     3123753
    43.50       7.45E-17  1.00E-15    81.72  1.26E+15  8.19E-14     3089020
    44.50       6.46E-17  1.01E-15    82.58  1.25E+15  8.33E-14     3056873
    45.50       7.79E-17  1.02E-15    83.42  1.24E+15  8.48E-14     3026123
    46.50       7.89E-17  1.02E-15    84.15  1.23E+15  8.62E-14     2999934
    47.50       7.98E-17  1.03E-15    84.94  1.22E+15  8.76E-14     2971576
    48.50       8.90E-17  1.04E-15    85.68  1.21E+15  8.91E-14     2946407
    49.50       8.82E-17  1.05E-15    86.45  1.20E+15  9.07E-14     2920021
    50.50       1.35E-16  1.06E-15    87.24  1.18E+15  9.22E-14     2893392
    51.50       8.54E-17  1.06E-15    87.86  1.18E+15  9.35E-14     2873102
    52.50       9.22E-17  1.07E-15    88.60  1.17E+15  9.49E-14     2849155
    53.50       9.68E-17  1.08E-15    89.23  1.16E+15  9.61E-14     2828909
    54.50       9.39E-17  1.08E-15    89.98  1.15E+15  9.76E-14     2805481
    55.50       8.59E-17  1.09E-15    90.53  1.14E+15  9.88E-14     2788982
