                                SS           DS         SPEX         DPEX          Sum
 NEG         22618722            0            0            0            0     22618722
 SI           1684015     17538615      1930327      5040166      2292307     28485430
 DI              2751      2532333       516849       714978       554533      4321444
 TI             36053       372551       176983       390966       315912      1292465
 SC          13718909      2809499       425856      3999358      1759232     22712854
 DC            526588       176177        24655       301415        55772      1084607
 DCAI           96608        50583        13786        67493        23558       252028
 TEX           612815     14360795      2503770      6331598      3239507     27048485
 --------------------------------------------------------------------------------------
 Sum         39296461     37840553      5592226     16845974      8240821
 
                                SS           DS         SPEX         DPEX          Sum
 NEG            20.98         0.00         0.00         0.00         0.00        20.98
 SI              1.56        16.27         1.79         4.67         2.13        26.42
 DI              0.00         2.35         0.48         0.66         0.51         4.01
 TI              0.03         0.35         0.16         0.36         0.29         1.20
 SC             12.72         2.61         0.39         3.71         1.63        21.07
 DC              0.49         0.16         0.02         0.28         0.05         1.01
 DCAI            0.09         0.05         0.01         0.06         0.02         0.23
 TEX             0.57        13.32         2.32         5.87         3.00        25.09
 --------------------------------------------------------------------------------------
 Sum            36.45        35.10         5.19        15.62         7.64
