                                SS           DS         SPEX         DPEX          Sum
 SI         278347769     78337746     33640744     92845052     20060713    503232024
 DI          69141475     12878719      8911633     13962013      7226845    112120685
 TI          14670516     22718462     15571163     24662446     13439306     91061893
 DCAI         1390454       606740       291033       733869       262615      3284711
 SC         107709951     44121178     18143614     62764522     14957532    247696797
 DC           5371589     11216631      6155205     13661558      6743836     43148819
 TEX        122173880     46746462     23151110     53775650     13545224    259392326
 -------------------------------------------------------------------------------------
 Sum        598805634    216625938    105864502    262405110     76236071   1259937255
 
                                SS           DS         SPEX         DPEX          Sum
 SI             22.09         6.22         2.67         7.37         1.59        39.94
 DI              5.49         1.02         0.71         1.11         0.57         8.90
 TI              1.16         1.80         1.24         1.96         1.07         7.23
 DCAI            0.11         0.05         0.02         0.06         0.02         0.26
 SC              8.55         3.50         1.44         4.98         1.19        19.66
 DC              0.43         0.89         0.49         1.08         0.54         3.42
 TEX             9.70         3.71         1.84         4.27         1.08        20.59
 -------------------------------------------------------------------------------------
 Sum            47.53        17.19         8.40        20.83         6.05       100.00
