 Total Production Rate:  2.934E+05

           652.723   773.598
  1608.00 0.000E+00 0.000E+00
  1606.00 0.000E+00 0.000E+00
  1604.00 0.000E+00 0.000E+00
  1602.00 0.000E+00 0.000E+00
  1600.00 0.000E+00 0.000E+00
  1598.00 0.000E+00 0.000E+00
  1596.00 0.000E+00 0.000E+00
  1594.00 0.000E+00 0.000E+00
  1592.00 0.000E+00 0.000E+00
  1590.00 0.000E+00 0.000E+00
  1588.00 0.000E+00 0.000E+00
  1586.00 0.000E+00 0.000E+00
  1584.00 0.000E+00 0.000E+00
  1582.00 1.150E-06 2.030E-07
  1580.00 2.583E-06 4.560E-07
  1578.00 0.000E+00 0.000E+00
  1576.00 0.000E+00 0.000E+00
  1574.00 2.353E-06 4.154E-07
  1572.00 0.000E+00 0.000E+00
  1570.00 4.814E-07 8.497E-08
  1568.00 0.000E+00 0.000E+00
  1566.00 0.000E+00 0.000E+00
  1564.00 2.514E-06 4.438E-07
  1562.00 0.000E+00 0.000E+00
  1560.00 1.150E-06 2.030E-07
  1558.00 0.000E+00 0.000E+00
  1556.00 0.000E+00 0.000E+00
  1554.00 1.871E-06 3.301E-07
  1552.00 0.000E+00 0.000E+00
  1550.00 0.000E+00 0.000E+00
  1548.00 0.000E+00 0.000E+00
  1546.00 0.000E+00 0.000E+00
  1544.00 0.000E+00 0.000E+00
  1542.00 1.365E-06 2.408E-07
  1540.00 0.000E+00 0.000E+00
  1538.00 1.150E-06 2.030E-07
  1536.00 1.150E-06 2.030E-07
  1534.00 0.000E+00 0.000E+00
  1532.00 0.000E+00 0.000E+00
  1530.00 2.100E-06 3.707E-07
  1528.00 0.000E+00 0.000E+00
  1526.00 0.000E+00 0.000E+00
  1524.00 4.814E-07 8.497E-08
  1522.00 0.000E+00 0.000E+00
  1520.00 3.503E-06 6.183E-07
  1518.00 1.150E-06 2.030E-07
  1516.00 1.671E-06 2.950E-07
  1514.00 0.000E+00 0.000E+00
  1512.00 0.000E+00 0.000E+00
  1510.00 0.000E+00 0.000E+00
  1508.00 4.025E-06 7.103E-07
  1506.00 0.000E+00 0.000E+00
  1504.00 2.154E-06 3.802E-07
  1502.00 0.000E+00 0.000E+00
  1500.00 1.150E-06 2.030E-07
  1498.00 1.671E-06 2.950E-07
  1496.00 5.106E-06 9.011E-07
  1494.00 2.100E-06 3.707E-07
  1492.00 2.821E-06 4.979E-07
  1490.00 0.000E+00 0.000E+00
  1488.00 1.671E-06 2.950E-07
  1486.00 4.814E-07 8.497E-08
  1484.00 3.542E-06 6.251E-07
  1482.00 0.000E+00 0.000E+00
  1480.00 1.150E-06 2.030E-07
  1478.00 1.150E-06 2.030E-07
  1476.00 1.150E-06 2.030E-07
  1474.00 5.543E-06 9.782E-07
  1472.00 4.814E-07 8.497E-08
  1470.00 1.671E-06 2.950E-07
  1468.00 0.000E+00 0.000E+00
  1466.00 0.000E+00 0.000E+00
  1464.00 6.125E-06 1.081E-06
  1462.00 9.659E-07 1.705E-07
  1460.00 4.661E-06 8.226E-07
  1458.00 3.542E-06 6.251E-07
  1456.00 9.659E-07 1.705E-07
  1454.00 0.000E+00 0.000E+00
  1452.00 8.356E-06 1.475E-06
  1450.00 1.150E-06 2.030E-07
  1448.00 0.000E+00 0.000E+00
  1446.00 0.000E+00 0.000E+00
  1444.00 2.514E-06 4.438E-07
  1442.00 4.814E-07 8.497E-08
  1440.00 3.542E-06 6.251E-07
  1438.00 0.000E+00 0.000E+00
  1436.00 1.871E-06 3.301E-07
  1434.00 1.150E-06 2.030E-07
  1432.00 4.592E-06 8.104E-07
  1430.00 1.633E-06 2.882E-07
  1428.00 2.990E-06 5.277E-07
  1426.00 3.511E-06 6.197E-07
  1424.00 4.814E-07 8.497E-08
  1422.00 0.000E+00 0.000E+00
  1420.00 2.821E-06 4.979E-07
  1418.00 4.814E-07 8.497E-08
  1416.00 4.814E-07 8.497E-08
  1414.00 4.147E-06 7.320E-07
  1412.00 1.150E-06 2.030E-07
  1410.00 2.116E-06 3.734E-07
  1408.00 2.821E-06 4.979E-07
  1406.00 2.300E-06 4.059E-07
  1404.00 0.000E+00 0.000E+00
  1402.00 1.150E-06 2.030E-07
  1400.00 2.821E-06 4.979E-07
  1398.00 1.004E-05 1.772E-06
  1396.00 6.018E-06 1.062E-06
  1394.00 4.416E-06 7.793E-07
  1392.00 1.671E-06 2.950E-07
  1390.00 1.365E-06 2.408E-07
  1388.00 1.671E-06 2.950E-07
  1386.00 1.840E-06 3.247E-07
  1384.00 4.899E-06 8.646E-07
  1382.00 1.633E-06 2.882E-07
  1380.00 2.300E-06 4.059E-07
  1378.00 2.514E-06 4.438E-07
  1376.00 4.439E-06 7.834E-07
  1374.00 3.733E-06 6.589E-07
  1372.00 0.000E+00 0.000E+00
  1370.00 6.447E-06 1.138E-06
  1368.00 1.150E-06 2.030E-07
  1366.00 3.511E-06 6.197E-07
  1364.00 5.834E-06 1.030E-06
  1362.00 6.539E-06 1.154E-06
  1360.00 9.659E-06 1.705E-06
  1358.00 5.849E-06 1.032E-06
  1356.00 9.353E-06 1.651E-06
  1354.00 5.213E-06 9.200E-07
  1352.00 1.503E-05 2.652E-06
  1350.00 1.633E-06 2.882E-07
  1348.00 5.742E-06 1.013E-06
  1346.00 5.926E-06 1.046E-06
  1344.00 4.814E-07 8.497E-08
  1342.00 7.083E-06 1.250E-06
  1340.00 3.871E-06 6.833E-07
  1338.00 8.739E-06 1.542E-06
  1336.00 1.135E-05 2.002E-06
  1334.00 1.349E-05 2.381E-06
  1332.00 6.547E-06 1.155E-06
  1330.00 8.049E-06 1.421E-06
  1328.00 3.204E-06 5.656E-07
  1326.00 6.654E-06 1.174E-06
  1324.00 1.257E-05 2.219E-06
  1322.00 5.313E-06 9.376E-07
  1320.00 7.896E-06 1.394E-06
  1318.00 9.736E-06 1.718E-06
  1316.00 1.625E-05 2.868E-06
  1314.00 2.806E-06 4.952E-07
  1312.00 7.175E-06 1.266E-06
  1310.00 1.242E-05 2.192E-06
  1308.00 4.945E-06 8.727E-07
  1306.00 7.635E-06 1.348E-06
  1304.00 1.288E-05 2.273E-06
  1302.00 7.413E-06 1.308E-06
  1300.00 1.043E-05 1.840E-06
  1298.00 1.296E-05 2.287E-06
  1296.00 9.812E-06 1.732E-06
  1294.00 1.533E-05 2.706E-06
  1292.00 1.434E-05 2.530E-06
  1290.00 1.020E-05 1.799E-06
  1288.00 8.126E-06 1.434E-06
  1286.00 1.970E-05 3.477E-06
  1284.00 1.250E-05 2.205E-06
  1282.00 1.142E-05 2.016E-06
  1280.00 1.081E-05 1.908E-06
  1278.00 1.158E-05 2.043E-06
  1276.00 1.602E-05 2.828E-06
  1274.00 1.219E-05 2.151E-06
  1272.00 9.353E-06 1.651E-06
  1270.00 1.664E-05 2.936E-06
  1268.00 1.939E-05 3.423E-06
  1266.00 1.802E-05 3.180E-06
  1264.00 1.495E-05 2.638E-06
  1262.00 1.694E-05 2.990E-06
  1260.00 1.234E-05 2.178E-06
  1258.00 2.185E-05 3.856E-06
  1256.00 2.706E-05 4.776E-06
  1254.00 1.817E-05 3.207E-06
  1252.00 8.739E-06 1.542E-06
  1250.00 2.123E-05 3.748E-06
  1248.00 2.093E-05 3.694E-06
  1246.00 2.645E-05 4.668E-06
  1244.00 2.875E-05 5.074E-06
  1242.00 1.365E-05 2.408E-06
  1240.00 2.591E-05 4.573E-06
  1238.00 2.001E-05 3.531E-06
  1236.00 2.698E-05 4.763E-06
  1234.00 2.154E-05 3.802E-06
  1232.00 1.832E-05 3.234E-06
  1230.00 2.185E-05 3.856E-06
  1228.00 3.135E-05 5.534E-06
  1226.00 2.591E-05 4.573E-06
  1224.00 2.514E-05 4.438E-06
  1222.00 2.905E-05 5.128E-06
  1220.00 2.323E-05 4.100E-06
  1218.00 3.427E-05 6.048E-06
  1216.00 1.710E-05 3.017E-06
  1214.00 3.718E-05 6.562E-06
  1212.00 3.013E-05 5.317E-06
  1210.00 2.890E-05 5.101E-06
  1208.00 2.369E-05 4.181E-06
  1206.00 3.204E-05 5.656E-06
  1204.00 1.817E-05 3.207E-06
  1202.00 2.261E-05 3.991E-06
  1200.00 3.235E-05 5.710E-06
  1198.00 3.687E-05 6.508E-06
  1196.00 3.848E-05 6.792E-06
  1194.00 3.266E-05 5.764E-06
  1192.00 3.450E-05 6.089E-06
  1190.00 3.948E-05 6.968E-06
  1188.00 3.933E-05 6.941E-06
  1186.00 2.959E-05 5.223E-06
  1184.00 3.657E-05 6.454E-06
  1182.00 3.388E-05 5.980E-06
  1180.00 5.152E-05 9.092E-06
  1178.00 3.848E-05 6.792E-06
  1176.00 4.646E-05 8.199E-06
  1174.00 5.872E-05 1.036E-05
  1172.00 4.500E-05 7.942E-06
  1170.00 4.630E-05 8.172E-06
  1168.00 6.355E-05 1.122E-05
  1166.00 4.653E-05 8.213E-06
  1164.00 4.224E-05 7.455E-06
  1162.00 4.293E-05 7.577E-06
  1160.00 6.271E-05 1.107E-05
  1158.00 6.209E-05 1.096E-05
  1156.00 5.979E-05 1.055E-05
  1154.00 4.508E-05 7.956E-06
  1152.00 5.795E-05 1.023E-05
  1150.00 6.769E-05 1.195E-05
  1148.00 6.424E-05 1.134E-05
  1146.00 4.653E-05 8.213E-06
  1144.00 7.053E-05 1.245E-05
  1142.00 6.623E-05 1.169E-05
  1140.00 4.561E-05 8.050E-06
  1138.00 7.076E-05 1.249E-05
  1136.00 7.520E-05 1.327E-05
  1134.00 7.819E-05 1.380E-05
  1132.00 7.076E-05 1.249E-05
  1130.00 7.896E-05 1.394E-05
  1128.00 5.926E-05 1.046E-05
  1126.00 6.278E-05 1.108E-05
  1124.00 7.896E-05 1.394E-05
  1122.00 8.586E-05 1.515E-05
  1120.00 8.279E-05 1.461E-05
  1118.00 6.777E-05 1.196E-05
  1116.00 6.478E-05 1.143E-05
  1114.00 9.353E-05 1.651E-05
  1112.00 9.736E-05 1.718E-05
  1110.00 9.889E-05 1.745E-05
  1108.00 9.046E-05 1.597E-05
  1106.00 8.509E-05 1.502E-05
  1104.00 9.736E-05 1.718E-05
  1102.00 9.582E-05 1.691E-05
  1100.00 8.126E-05 1.434E-05
  1098.00 9.889E-05 1.745E-05
  1096.00 9.582E-05 1.691E-05
  1094.00 9.812E-05 1.732E-05
  1092.00 8.586E-05 1.515E-05
  1090.00 1.211E-04 2.138E-05
  1088.00 1.043E-04 1.840E-05
  1086.00 1.127E-04 1.989E-05
  1084.00 1.089E-04 1.921E-05
  1082.00 1.204E-04 2.124E-05
  1080.00 1.311E-04 2.314E-05
  1078.00 9.736E-05 1.718E-05
  1076.00 1.426E-04 2.517E-05
  1074.00 1.158E-04 2.043E-05
  1072.00 1.181E-04 2.084E-05
  1070.00 1.234E-04 2.178E-05
  1068.00 1.311E-04 2.314E-05
  1066.00 1.257E-04 2.219E-05
  1064.00 1.204E-04 2.124E-05
  1062.00 1.372E-04 2.422E-05
  1060.00 1.510E-04 2.665E-05
  1058.00 1.418E-04 2.503E-05
  1056.00 1.717E-04 3.031E-05
  1054.00 1.503E-04 2.652E-05
  1052.00 1.526E-04 2.692E-05
  1050.00 1.503E-04 2.652E-05
  1048.00 1.633E-04 2.882E-05
  1046.00 1.464E-04 2.584E-05
  1044.00 1.618E-04 2.855E-05
  1042.00 1.618E-04 2.855E-05
  1040.00 1.733E-04 3.058E-05
  1038.00 1.464E-04 2.584E-05
  1036.00 1.924E-04 3.396E-05
  1034.00 1.694E-04 2.990E-05
  1032.00 1.894E-04 3.342E-05
  1030.00 1.924E-04 3.396E-05
  1028.00 2.169E-04 3.829E-05
  1026.00 1.848E-04 3.261E-05
  1024.00 2.330E-04 4.113E-05
  1022.00 1.855E-04 3.274E-05
  1020.00 2.054E-04 3.626E-05
  1018.00 1.794E-04 3.166E-05
  1016.00 1.955E-04 3.450E-05
  1014.00 2.108E-04 3.721E-05
  1012.00 2.231E-04 3.937E-05
  1010.00 2.116E-04 3.734E-05
  1008.00 2.376E-04 4.194E-05
  1006.00 1.924E-04 3.396E-05
  1004.00 2.514E-04 4.438E-05
  1002.00 2.246E-04 3.964E-05
  1000.00 2.123E-04 3.748E-05
   998.00 2.277E-04 4.018E-05
   996.00 2.376E-04 4.194E-05
   994.00 2.691E-04 4.749E-05
   992.00 2.553E-04 4.505E-05
   990.00 2.576E-04 4.546E-05
   988.00 2.491E-04 4.397E-05
   986.00 2.461E-04 4.343E-05
   984.00 2.530E-04 4.465E-05
   982.00 2.468E-04 4.357E-05
   980.00 2.507E-04 4.424E-05
   978.00 2.537E-04 4.478E-05
   976.00 3.419E-04 6.034E-05
   974.00 2.936E-04 5.182E-05
   972.00 3.051E-04 5.385E-05
   970.00 3.158E-04 5.574E-05
   968.00 2.760E-04 4.871E-05
   966.00 3.135E-04 5.534E-05
   964.00 2.783E-04 4.911E-05
   962.00 2.974E-04 5.250E-05
   960.00 3.396E-04 5.994E-05
   958.00 3.212E-04 5.669E-05
   956.00 3.020E-04 5.331E-05
   954.00 3.557E-04 6.278E-05
   952.00 3.572E-04 6.305E-05
   950.00 3.212E-04 5.669E-05
   948.00 3.143E-04 5.547E-05
   946.00 3.388E-04 5.980E-05
   944.00 3.680E-04 6.494E-05
   942.00 4.025E-04 7.103E-05
   940.00 3.519E-04 6.210E-05
   938.00 3.979E-04 7.022E-05
   936.00 3.718E-04 6.562E-05
   934.00 3.741E-04 6.603E-05
   932.00 3.971E-04 7.009E-05
   930.00 3.680E-04 6.494E-05
   928.00 3.680E-04 6.494E-05
   926.00 4.224E-04 7.455E-05
   924.00 3.925E-04 6.927E-05
   922.00 4.147E-04 7.320E-05
   920.00 4.209E-04 7.428E-05
   918.00 4.623E-04 8.159E-05
   916.00 4.446E-04 7.847E-05
   914.00 4.224E-04 7.455E-05
   912.00 4.669E-04 8.240E-05
   910.00 4.715E-04 8.321E-05
   908.00 4.868E-04 8.592E-05
   906.00 4.661E-04 8.226E-05
   904.00 4.899E-04 8.646E-05
   902.00 4.814E-04 8.497E-05
   900.00 5.259E-04 9.282E-05
   898.00 4.899E-04 8.646E-05
   896.00 4.722E-04 8.334E-05
   894.00 4.998E-04 8.822E-05
   892.00 5.681E-04 1.003E-04
   890.00 5.290E-04 9.336E-05
   888.00 5.113E-04 9.025E-05
   886.00 5.612E-04 9.904E-05
   884.00 5.681E-04 1.003E-04
   882.00 5.481E-04 9.674E-05
   880.00 5.596E-04 9.877E-05
   878.00 6.248E-04 1.103E-04
   876.00 5.612E-04 9.904E-05
   874.00 6.202E-04 1.095E-04
   872.00 6.094E-04 1.076E-04
   870.00 6.255E-04 1.104E-04
   868.00 6.294E-04 1.111E-04
   866.00 5.903E-04 1.042E-04
   864.00 6.240E-04 1.101E-04
   862.00 6.608E-04 1.166E-04
   860.00 6.432E-04 1.135E-04
   858.00 6.623E-04 1.169E-04
   856.00 6.608E-04 1.166E-04
   854.00 6.677E-04 1.178E-04
   852.00 6.332E-04 1.118E-04
   850.00 7.244E-04 1.279E-04
   848.00 7.106E-04 1.254E-04
   846.00 6.892E-04 1.216E-04
   844.00 6.876E-04 1.214E-04
   842.00 6.585E-04 1.162E-04
   840.00 7.252E-04 1.280E-04
   838.00 7.643E-04 1.349E-04
   836.00 7.390E-04 1.304E-04
   834.00 8.049E-04 1.421E-04
   832.00 7.490E-04 1.322E-04
   830.00 7.743E-04 1.367E-04
   828.00 8.509E-04 1.502E-04
   826.00 7.743E-04 1.367E-04
   824.00 8.279E-04 1.461E-04
   822.00 8.433E-04 1.488E-04
   820.00 7.666E-04 1.353E-04
   818.00 9.123E-04 1.610E-04
   816.00 9.123E-04 1.610E-04
   814.00 8.203E-04 1.448E-04
   812.00 8.969E-04 1.583E-04
   810.00 9.506E-04 1.678E-04
   808.00 9.736E-04 1.718E-04
   806.00 9.429E-04 1.664E-04
   804.00 9.199E-04 1.624E-04
   802.00 1.027E-03 1.813E-04
   800.00 9.812E-04 1.732E-04
   798.00 9.429E-04 1.664E-04
   796.00 9.506E-04 1.678E-04
   794.00 1.027E-03 1.813E-04
   792.00 1.081E-03 1.908E-04
   790.00 1.020E-03 1.799E-04
   788.00 1.035E-03 1.827E-04
   786.00 1.112E-03 1.962E-04
   784.00 1.081E-03 1.908E-04
   782.00 1.089E-03 1.921E-04
   780.00 1.119E-03 1.975E-04
   778.00 1.135E-03 2.002E-04
   776.00 1.158E-03 2.043E-04
   774.00 1.219E-03 2.151E-04
   772.00 1.150E-03 2.029E-04
   770.00 1.196E-03 2.111E-04
   768.00 1.188E-03 2.097E-04
   766.00 1.219E-03 2.151E-04
   764.00 1.219E-03 2.151E-04
   762.00 1.234E-03 2.178E-04
   760.00 1.280E-03 2.260E-04
   758.00 1.296E-03 2.287E-04
   756.00 1.296E-03 2.287E-04
   754.00 1.303E-03 2.300E-04
   752.00 1.365E-03 2.408E-04
   750.00 1.357E-03 2.395E-04
   748.00 1.372E-03 2.422E-04
   746.00 1.342E-03 2.368E-04
   744.00 1.380E-03 2.435E-04
   742.00 1.418E-03 2.503E-04
   740.00 1.426E-03 2.517E-04
   738.00 1.472E-03 2.598E-04
   736.00 1.457E-03 2.571E-04
   734.00 1.464E-03 2.584E-04
   732.00 1.434E-03 2.530E-04
   730.00 1.602E-03 2.828E-04
   728.00 1.518E-03 2.679E-04
   726.00 1.556E-03 2.747E-04
   724.00 1.618E-03 2.855E-04
   722.00 1.679E-03 2.963E-04
   720.00 1.633E-03 2.882E-04
   718.00 1.625E-03 2.868E-04
   716.00 1.679E-03 2.963E-04
   714.00 1.702E-03 3.004E-04
   712.00 1.740E-03 3.071E-04
   710.00 1.763E-03 3.112E-04
   708.00 1.733E-03 3.058E-04
   706.00 1.786E-03 3.152E-04
   704.00 1.794E-03 3.166E-04
   702.00 1.901E-03 3.355E-04
   700.00 1.909E-03 3.369E-04
   698.00 2.016E-03 3.558E-04
   696.00 1.985E-03 3.504E-04
   694.00 2.024E-03 3.572E-04
   692.00 2.077E-03 3.667E-04
   690.00 2.077E-03 3.667E-04
   688.00 2.108E-03 3.721E-04
   686.00 2.162E-03 3.815E-04
   684.00 2.108E-03 3.721E-04
   682.00 2.062E-03 3.640E-04
   680.00 2.200E-03 3.883E-04
   678.00 2.154E-03 3.802E-04
   676.00 2.246E-03 3.964E-04
   674.00 2.238E-03 3.951E-04
   672.00 2.261E-03 3.991E-04
   670.00 2.353E-03 4.154E-04
   668.00 2.369E-03 4.181E-04
   666.00 2.422E-03 4.275E-04
   664.00 2.430E-03 4.289E-04
   662.00 2.453E-03 4.330E-04
   660.00 2.507E-03 4.424E-04
   658.00 2.430E-03 4.289E-04
   656.00 2.714E-03 4.790E-04
   654.00 2.522E-03 4.451E-04
   652.00 2.660E-03 4.695E-04
   650.00 2.606E-03 4.600E-04
   648.00 2.737E-03 4.830E-04
   646.00 2.698E-03 4.763E-04
   644.00 2.775E-03 4.898E-04
   642.00 2.783E-03 4.911E-04
   640.00 2.783E-03 4.911E-04
   638.00 2.974E-03 5.250E-04
   636.00 2.974E-03 5.250E-04
   634.00 2.982E-03 5.263E-04
   632.00 3.143E-03 5.547E-04
   630.00 3.089E-03 5.453E-04
   628.00 3.120E-03 5.507E-04
   626.00 3.227E-03 5.696E-04
   624.00 3.212E-03 5.669E-04
   622.00 3.258E-03 5.750E-04
   620.00 3.373E-03 5.953E-04
   618.00 3.373E-03 5.953E-04
   616.00 3.381E-03 5.967E-04
   614.00 3.350E-03 5.913E-04
   612.00 3.534E-03 6.237E-04
   610.00 3.519E-03 6.210E-04
   608.00 3.549E-03 6.264E-04
   606.00 3.618E-03 6.386E-04
   604.00 3.687E-03 6.508E-04
   602.00 3.733E-03 6.589E-04
   600.00 3.649E-03 6.440E-04
   598.00 3.887E-03 6.860E-04
   596.00 3.933E-03 6.941E-04
   594.00 3.841E-03 6.779E-04
   592.00 3.772E-03 6.657E-04
   590.00 3.933E-03 6.941E-04
   588.00 4.117E-03 7.266E-04
   586.00 4.186E-03 7.387E-04
   584.00 3.994E-03 7.049E-04
   582.00 4.308E-03 7.604E-04
   580.00 4.469E-03 7.888E-04
   578.00 4.393E-03 7.753E-04
   576.00 4.393E-03 7.753E-04
   574.00 4.515E-03 7.969E-04
   572.00 4.607E-03 8.132E-04
   570.00 4.761E-03 8.402E-04
   568.00 4.876E-03 8.605E-04
   566.00 4.822E-03 8.510E-04
   564.00 4.906E-03 8.659E-04
   562.00 5.014E-03 8.849E-04
   560.00 5.014E-03 8.849E-04
   558.00 5.106E-03 9.011E-04
   556.00 5.106E-03 9.011E-04
   554.00 5.182E-03 9.146E-04
   552.00 5.313E-03 9.376E-04
   550.00 5.313E-03 9.376E-04
   548.00 5.504E-03 9.715E-04
   546.00 5.604E-03 9.890E-04
   544.00 5.635E-03 9.945E-04
   542.00 5.596E-03 9.877E-04
   540.00 5.903E-03 1.042E-03
   538.00 5.857E-03 1.034E-03
   536.00 5.933E-03 1.047E-03
   534.00 6.140E-03 1.084E-03
   532.00 5.964E-03 1.053E-03
   530.00 6.171E-03 1.089E-03
   528.00 6.439E-03 1.137E-03
   526.00 6.516E-03 1.150E-03
   524.00 6.723E-03 1.187E-03
   522.00 6.723E-03 1.187E-03
   520.00 6.654E-03 1.174E-03
   518.00 6.907E-03 1.219E-03
   516.00 6.815E-03 1.203E-03
   514.00 7.060E-03 1.246E-03
   512.00 7.160E-03 1.264E-03
   510.00 7.099E-03 1.253E-03
   508.00 7.237E-03 1.277E-03
   506.00 7.566E-03 1.335E-03
   504.00 7.566E-03 1.335E-03
   502.00 7.574E-03 1.337E-03
   500.00 7.666E-03 1.353E-03
   498.00 7.973E-03 1.407E-03
   496.00 8.049E-03 1.421E-03
   494.00 7.896E-03 1.394E-03
   492.00 7.973E-03 1.407E-03
   490.00 8.356E-03 1.475E-03
   488.00 8.433E-03 1.488E-03
   486.00 8.586E-03 1.515E-03
   484.00 8.816E-03 1.556E-03
   482.00 8.969E-03 1.583E-03
   480.00 8.816E-03 1.556E-03
   478.00 9.046E-03 1.597E-03
   476.00 9.353E-03 1.651E-03
   474.00 9.353E-03 1.651E-03
   472.00 9.199E-03 1.624E-03
   470.00 9.506E-03 1.678E-03
   468.00 9.506E-03 1.678E-03
   466.00 9.812E-03 1.732E-03
   464.00 9.812E-03 1.732E-03
   462.00 1.004E-02 1.772E-03
   460.00 1.020E-02 1.799E-03
   458.00 1.020E-02 1.799E-03
   456.00 1.035E-02 1.827E-03
   454.00 1.027E-02 1.813E-03
   452.00 1.050E-02 1.854E-03
   450.00 1.066E-02 1.881E-03
   448.00 1.096E-02 1.935E-03
   446.00 1.104E-02 1.948E-03
   444.00 1.112E-02 1.962E-03
   442.00 1.119E-02 1.975E-03
   440.00 1.119E-02 1.975E-03
   438.00 1.142E-02 2.016E-03
   436.00 1.142E-02 2.016E-03
   434.00 1.150E-02 2.030E-03
   432.00 1.173E-02 2.070E-03
   430.00 1.188E-02 2.097E-03
   428.00 1.188E-02 2.097E-03
   426.00 1.219E-02 2.151E-03
   424.00 1.196E-02 2.111E-03
   422.00 1.196E-02 2.111E-03
   420.00 1.219E-02 2.151E-03
   418.00 1.250E-02 2.205E-03
   416.00 1.227E-02 2.165E-03
   414.00 1.234E-02 2.178E-03
   412.00 1.227E-02 2.165E-03
   410.00 1.204E-02 2.124E-03
   408.00 1.234E-02 2.178E-03
   406.00 1.211E-02 2.138E-03
   404.00 1.219E-02 2.151E-03
   402.00 1.219E-02 2.151E-03
   400.00 1.188E-02 2.097E-03
   398.00 1.181E-02 2.084E-03
   396.00 1.173E-02 2.070E-03
   394.00 1.158E-02 2.043E-03
   392.00 1.158E-02 2.043E-03
   390.00 1.127E-02 1.989E-03
   388.00 1.081E-02 1.908E-03
   386.00 1.035E-02 1.827E-03
   384.00 1.004E-02 1.772E-03
   382.00 9.583E-03 1.691E-03
   380.00 9.276E-03 1.637E-03
   378.00 8.663E-03 1.529E-03
   376.00 8.279E-03 1.461E-03
   374.00 7.543E-03 1.331E-03
   372.00 6.984E-03 1.233E-03
   370.00 6.309E-03 1.114E-03
   368.00 5.612E-03 9.904E-04
   366.00 4.791E-03 8.456E-04
   364.00 4.002E-03 7.063E-04
   362.00 3.174E-03 5.601E-04
   360.00 2.453E-03 4.330E-04
   358.00 1.694E-03 2.990E-04
   356.00 1.004E-03 1.772E-04
   354.00 5.826E-04 1.028E-04
   352.00 2.215E-04 3.910E-05
   350.00 7.436E-05 1.312E-05
   348.00 1.104E-05 1.948E-06
   346.00 0.000E+00 0.000E+00
   344.00 0.000E+00 0.000E+00
   342.00 0.000E+00 0.000E+00
   340.00 0.000E+00 0.000E+00
   338.00 0.000E+00 0.000E+00
   336.00 0.000E+00 0.000E+00
   334.00 0.000E+00 0.000E+00
   332.00 0.000E+00 0.000E+00
   330.00 0.000E+00 0.000E+00
   328.00 0.000E+00 0.000E+00
   326.00 0.000E+00 0.000E+00
   324.00 0.000E+00 0.000E+00
   322.00 0.000E+00 0.000E+00
   320.00 0.000E+00 0.000E+00
   318.00 0.000E+00 0.000E+00
   316.00 0.000E+00 0.000E+00
   314.00 0.000E+00 0.000E+00
   312.00 0.000E+00 0.000E+00
   310.00 0.000E+00 0.000E+00
   308.00 0.000E+00 0.000E+00
   306.00 0.000E+00 0.000E+00
   304.00 0.000E+00 0.000E+00
   302.00 0.000E+00 0.000E+00
   300.00 0.000E+00 0.000E+00
   298.00 0.000E+00 0.000E+00
   296.00 0.000E+00 0.000E+00
   294.00 0.000E+00 0.000E+00
   292.00 0.000E+00 0.000E+00
   290.00 0.000E+00 0.000E+00
   288.00 0.000E+00 0.000E+00
   286.00 0.000E+00 0.000E+00
   284.00 0.000E+00 0.000E+00
   282.00 0.000E+00 0.000E+00
   280.00 0.000E+00 0.000E+00
   278.00 0.000E+00 0.000E+00
   276.00 0.000E+00 0.000E+00
   274.00 0.000E+00 0.000E+00
   272.00 0.000E+00 0.000E+00
   270.00 0.000E+00 0.000E+00
   268.00 0.000E+00 0.000E+00
   266.00 0.000E+00 0.000E+00
   264.00 0.000E+00 0.000E+00
   262.00 0.000E+00 0.000E+00
   260.00 0.000E+00 0.000E+00
   258.00 0.000E+00 0.000E+00
   256.00 0.000E+00 0.000E+00
   254.00 0.000E+00 0.000E+00
   252.00 0.000E+00 0.000E+00
   250.00 0.000E+00 0.000E+00
   248.00 0.000E+00 0.000E+00
   246.00 0.000E+00 0.000E+00
   244.00 0.000E+00 0.000E+00
   242.00 0.000E+00 0.000E+00
   240.00 0.000E+00 0.000E+00
   238.00 0.000E+00 0.000E+00
   236.00 0.000E+00 0.000E+00
   234.00 0.000E+00 0.000E+00
   232.00 0.000E+00 0.000E+00
   230.00 0.000E+00 0.000E+00
   228.00 0.000E+00 0.000E+00
   226.00 0.000E+00 0.000E+00
   224.00 0.000E+00 0.000E+00
   222.00 0.000E+00 0.000E+00
   220.00 0.000E+00 0.000E+00
   218.00 0.000E+00 0.000E+00
   216.00 0.000E+00 0.000E+00
   214.00 0.000E+00 0.000E+00
   212.00 0.000E+00 0.000E+00
   210.00 0.000E+00 0.000E+00
   208.00 0.000E+00 0.000E+00
   206.00 0.000E+00 0.000E+00
   204.00 0.000E+00 0.000E+00
   202.00 0.000E+00 0.000E+00
   200.00 0.000E+00 0.000E+00
   198.00 0.000E+00 0.000E+00
   196.00 0.000E+00 0.000E+00
   194.00 0.000E+00 0.000E+00
   192.00 0.000E+00 0.000E+00
   190.00 0.000E+00 0.000E+00
   188.00 0.000E+00 0.000E+00
   186.00 0.000E+00 0.000E+00
   184.00 0.000E+00 0.000E+00
   182.00 0.000E+00 0.000E+00
   180.00 0.000E+00 0.000E+00
   178.00 0.000E+00 0.000E+00
   176.00 0.000E+00 0.000E+00
   174.00 0.000E+00 0.000E+00
   172.00 0.000E+00 0.000E+00
