                                SS           DS         SPEX         DPEX          Sum
 SI          51164227     55525555     25081648     62121853     14214808    208108091
 DI          24455681      6684566      5368590      6853797      4208041     47570675
 TI           3354396     15346165     11552546     16225747      9853025     56331879
 DCAI          667358       370791       204969       444716       181272      1869106
 SC          82142656     38169624     15784561     54656439     13119989    203873269
 DC           4397920      9455025      5146911     11677467      5768125     36445448
 TEX         27960444     41115131     21016822     45455361     12187083    147734841
 -------------------------------------------------------------------------------------
 Sum        194142682    166666857     84156047    197435380     59532343    701933309
 
                                SS           DS         SPEX         DPEX          Sum
 SI              7.29         7.91         3.57         8.85         2.03        29.65
 DI              3.48         0.95         0.76         0.98         0.60         6.78
 TI              0.48         2.19         1.65         2.31         1.40         8.03
 DCAI            0.10         0.05         0.03         0.06         0.03         0.27
 SC             11.70         5.44         2.25         7.79         1.87        29.04
 DC              0.63         1.35         0.73         1.66         0.82         5.19
 TEX             3.98         5.86         2.99         6.48         1.74        21.05
 -------------------------------------------------------------------------------------
 Sum            27.66        23.74        11.99        28.13         8.48       100.00
