                                SS           DS         SPEX         DPEX          Sum
 NEG         28277780            0            0            0            0     28277780
 SI           9664590     29928474      5728200     14911667      6443977     66676908
 DI            170671      5748377      2397096      3121319      2488085     13925548
 TI            952852      2698893      1416052      2832369      2005559      9905725
 SC          32228839      7325000      1320738      9409007      3730274     54013858
 DC           1149922       626403       185808       854278       256464      3072875
 DCAI          929048       346464       122347       425944       161329      1985132
 TEX          5754546     22197746      4548176     12372015      5670614     50543097
 --------------------------------------------------------------------------------------
 Sum         79128248     68871357     15718417     43926599     20756302
 
                                SS           DS         SPEX         DPEX          Sum
 NEG            12.38         0.00         0.00         0.00         0.00        12.38
 SI              4.23        13.10         2.51         6.53         2.82        29.19
 DI              0.07         2.52         1.05         1.37         1.09         6.10
 TI              0.42         1.18         0.62         1.24         0.88         4.34
 SC             14.11         3.21         0.58         4.12         1.63        23.65
 DC              0.50         0.27         0.08         0.37         0.11         1.35
 DCAI            0.41         0.15         0.05         0.19         0.07         0.87
 TEX             2.52         9.72         1.99         5.42         2.48        22.13
 --------------------------------------------------------------------------------------
 Sum            34.64        30.15         6.88        19.23         9.09
