 E              SP        Sig       dE     dN        SP1           Ions
 Various data to calculate stopping power for input of 1 ion/cm^2/s.
 Conversion from [eV*cm^2] to [(MeV/mg)*cm^2] is 3.345e-15.
 Ion Energy     dE/dN     Sigma       dE     dN        Sigma*dE      Counts
 [keV/u]        [eV*cm^2] [cm^2]      [eV]   [cm^-2]   [eV*cm^2]    per bin
     1.50       8.58E-18  2.93E-16    38.45  5.10E+15  1.13E-14     6506537
     2.50       7.03E-18  3.68E-16    38.33  3.61E+15  1.41E-14     6511644
     3.50       1.02E-17  4.63E-16    38.28  2.75E+15  1.77E-14     6516842
     4.50       1.01E-17  5.66E-16    38.42  2.26E+15  2.17E-14     6519383
     5.50       1.36E-17  6.70E-16    38.55  1.98E+15  2.58E-14     6493551
     6.50       1.45E-17  7.69E-16    39.16  1.80E+15  3.01E-14     6422963
     7.50       1.66E-17  8.57E-16    39.68  1.69E+15  3.40E-14     6364225
     8.50       1.96E-17  9.30E-16    39.85  1.62E+15  3.70E-14     6351392
     9.50       1.92E-17  9.85E-16    39.08  1.57E+15  3.85E-14     6455096
    10.50       2.08E-17  1.02E-15    39.17  1.56E+15  3.99E-14     6408925
    11.50       2.25E-17  1.03E-15    40.55  1.56E+15  4.19E-14     6189376
    12.50       2.33E-17  1.04E-15    41.98  1.57E+15  4.36E-14     5980116
    13.50       2.69E-17  1.04E-15    43.44  1.57E+15  4.52E-14     5779475
    14.50       2.85E-17  1.04E-15    44.89  1.56E+15  4.66E-14     5592608
    15.50       2.99E-17  1.03E-15    46.35  1.56E+15  4.79E-14     5415752
    16.50       2.77E-17  1.03E-15    47.86  1.55E+15  4.91E-14     5245495
    17.50       3.69E-17  1.02E-15    49.31  1.54E+15  5.03E-14     5090980
    18.50       3.06E-17  1.01E-15    50.80  1.53E+15  5.14E-14     4941820
    19.50       3.12E-17  1.00E-15    52.29  1.52E+15  5.25E-14     4801294
    20.50       4.51E-17  9.97E-16    53.75  1.52E+15  5.36E-14     4670676
    21.50       3.96E-17  9.90E-16    55.21  1.51E+15  5.47E-14     4548025
    22.50       4.02E-17  9.84E-16    56.62  1.50E+15  5.57E-14     4434698
    23.50       4.02E-17  9.79E-16    58.08  1.49E+15  5.68E-14     4323231
    24.50       4.23E-17  9.75E-16    59.50  1.47E+15  5.80E-14     4219582
    25.50       7.04E-17  9.70E-16    60.94  1.47E+15  5.91E-14     4120164
    26.50       5.52E-17  9.66E-16    62.34  1.45E+15  6.02E-14     4028777
    27.50       4.75E-17  9.63E-16    63.65  1.44E+15  6.13E-14     3945006
    28.50       5.34E-17  9.61E-16    65.02  1.43E+15  6.25E-14     3861748
    29.50       4.88E-17  9.60E-16    66.39  1.42E+15  6.37E-14     3782779
    30.50       5.19E-17  9.59E-16    67.57  1.41E+15  6.48E-14     3716824
    31.50       5.87E-17  9.58E-16    68.83  1.40E+15  6.59E-14     3648264
    32.50       6.78E-17  9.59E-16    70.13  1.39E+15  6.73E-14     3580814
    33.50       1.02E-16  9.60E-16    71.28  1.38E+15  6.84E-14     3523111
    34.50       5.41E-17  9.62E-16    72.47  1.36E+15  6.97E-14     3465239
    35.50       5.89E-17  9.63E-16    73.64  1.35E+15  7.09E-14     3410481
    36.50       6.80E-17  9.67E-16    74.76  1.34E+15  7.23E-14     3359130
    37.50       6.60E-17  9.70E-16    75.88  1.33E+15  7.36E-14     3309865
    38.50       7.15E-17  9.74E-16    76.89  1.32E+15  7.49E-14     3266176
    39.50       9.71E-17  9.79E-16    77.96  1.31E+15  7.63E-14     3221176
    40.50       6.97E-17  9.84E-16    78.89  1.30E+15  7.76E-14     3182929
    41.50       6.83E-17  9.89E-16    79.91  1.28E+15  7.91E-14     3143148
    42.50       6.93E-17  9.95E-16    80.82  1.27E+15  8.04E-14     3107818
    43.50       6.68E-17  1.00E-15    81.72  1.26E+15  8.18E-14     3073065
    44.50       6.87E-17  1.01E-15    82.59  1.25E+15  8.33E-14     3041094
    45.50       7.83E-17  1.02E-15    83.43  1.24E+15  8.48E-14     3010302
    46.50       1.40E-16  1.02E-15    84.21  1.23E+15  8.62E-14     2982176
    47.50       9.85E-17  1.03E-15    84.91  1.22E+15  8.76E-14     2958020
    48.50       9.96E-17  1.04E-15    85.64  1.21E+15  8.92E-14     2932741
    49.50       7.21E-17  1.05E-15    86.35  1.20E+15  9.06E-14     2908337
    50.50       9.39E-17  1.06E-15    87.19  1.19E+15  9.21E-14     2880733
    51.50       8.13E-17  1.06E-15    87.89  1.18E+15  9.35E-14     2857515
    52.50       1.37E-16  1.06E-15    88.73  1.18E+15  9.39E-14     2299805
    53.50            NaN       NaN      NaN       NaN       NaN           0
    54.50            NaN       NaN      NaN       NaN       NaN           0
    55.50            NaN       NaN      NaN       NaN       NaN           0
    56.50            NaN       NaN      NaN       NaN       NaN           0
