                                SS           DS         SPEX         DPEX          Sum
 NEG         28925766            0            0            0            0     28925766
 SI         244964551     46634412     10924945     32632277     13414351    348570536
 DI          25539715     14314427      6707570     12153668      7570761     66286141
 TI          13009420      8842180      4334763      9369884      5573115     41129362
 SC          52919124     10532484      2176146     13032401      5071674     83731829
 DC           1605395      1244565       506032      1500762       651826      5508580
 DCAI         3307762      1106130       375984      1252353       499524      6541753
 TEX         93034766     26873115      5863811     17485138      7509247    150766077
 --------------------------------------------------------------------------------------
 Sum        463306499    109547313     30889251     87426483     40290498
 
                                SS           DS         SPEX         DPEX          Sum
 NEG             3.95         0.00         0.00         0.00         0.00         3.95
 SI             33.49         6.38         1.49         4.46         1.83        47.65
 DI              3.49         1.96         0.92         1.66         1.03         9.06
 TI              1.78         1.21         0.59         1.28         0.76         5.62
 SC              7.24         1.44         0.30         1.78         0.69        11.45
 DC              0.22         0.17         0.07         0.21         0.09         0.75
 DCAI            0.45         0.15         0.05         0.17         0.07         0.89
 TEX            12.72         3.67         0.80         2.39         1.03        20.61
 --------------------------------------------------------------------------------------
 Sum            63.34        14.98         4.22        11.95         5.51
