 E              SP        Sig       dE     dN        SP1           Ions
 Various data to calculate stopping power for input of 1 ion/cm^2/s.
 Conversion from [eV*cm^2] to [(MeV/mg)*cm^2] is 3.345e-15.
 Ion Energy     dE/dN     Sigma       dE     dN        Sigma*dE      Counts
 [keV/u]        [eV*cm^2] [cm^2]      [eV]   [cm^-2]   [eV*cm^2]    per bin
     1.50       7.01E-18  2.93E-16    38.54  5.10E+15  1.13E-14     6495769
     2.50       7.30E-18  3.68E-16    38.43  3.61E+15  1.41E-14     6510470
     3.50       8.21E-18  4.63E-16    38.30  2.75E+15  1.77E-14     6526165
     4.50       1.04E-17  5.66E-16    38.41  2.27E+15  2.17E-14     6513708
     5.50       1.89E-17  6.70E-16    38.66  1.98E+15  2.59E-14     6488987
     6.50       1.86E-17  7.69E-16    39.08  1.80E+15  3.00E-14     6448297
     7.50       1.82E-17  8.57E-16    39.64  1.69E+15  3.40E-14     6362341
     8.50       2.16E-17  9.29E-16    39.81  1.62E+15  3.70E-14     6364082
     9.50       1.78E-17  9.85E-16    39.06  1.58E+15  3.85E-14     6461162
    10.50       2.11E-17  1.02E-15    39.18  1.56E+15  3.99E-14     6411374
    11.50       2.33E-17  1.03E-15    40.55  1.57E+15  4.18E-14     6194786
    12.50       2.22E-17  1.04E-15    41.98  1.57E+15  4.36E-14     5983225
    13.50       2.59E-17  1.04E-15    43.43  1.57E+15  4.52E-14     5784126
    14.50       2.43E-17  1.04E-15    44.90  1.56E+15  4.66E-14     5595214
    15.50       3.05E-17  1.03E-15    46.36  1.56E+15  4.79E-14     5418363
    16.50       3.49E-17  1.03E-15    47.83  1.55E+15  4.91E-14     5251395
    17.50       2.89E-17  1.02E-15    49.34  1.54E+15  5.03E-14     5092077
    18.50       2.85E-17  1.01E-15    50.80  1.54E+15  5.14E-14     4945955
    19.50       3.28E-17  1.00E-15    52.27  1.53E+15  5.25E-14     4806439
    20.50       2.57E-16  9.97E-16    53.75  1.52E+15  5.36E-14     4673941
    21.50       3.50E-17  9.90E-16    55.21  1.51E+15  5.47E-14     4550667
    22.50       3.94E-17  9.83E-16    56.64  1.50E+15  5.57E-14     4435839
    23.50       5.83E-17  9.78E-16    58.10  1.48E+15  5.68E-14     4324755
    24.50       3.87E-17  9.74E-16    59.47  1.47E+15  5.79E-14     4224600
    25.50       3.93E-17  9.69E-16    60.90  1.47E+15  5.90E-14     4126120
    26.50       4.54E-17  9.66E-16    62.31  1.45E+15  6.02E-14     4032473
    27.50       4.89E-17  9.62E-16    63.67  1.44E+15  6.13E-14     3946816
    28.50       4.69E-17  9.61E-16    65.05  1.43E+15  6.25E-14     3862783
    29.50       6.90E-17  9.60E-16    66.31  1.42E+15  6.37E-14     3790086
    30.50       6.36E-17  9.58E-16    67.56  1.41E+15  6.47E-14     3719469
    31.50       6.41E-17  9.58E-16    68.88  1.40E+15  6.60E-14     3648152
    32.50       5.53E-17  9.59E-16    70.05  1.39E+15  6.72E-14     3586970
    33.50       7.73E-17  9.60E-16    71.30  1.38E+15  6.84E-14     3524429
    34.50       5.25E-17  9.62E-16    72.50  1.36E+15  6.98E-14     3466393
    35.50       5.43E-17  9.64E-16    73.64  1.35E+15  7.10E-14     3412462
    36.50       6.38E-17  9.67E-16    74.75  1.34E+15  7.23E-14     3362342
    37.50       7.06E-17  9.71E-16    75.85  1.33E+15  7.36E-14     3312806
    38.50       9.81E-17  9.74E-16    76.91  1.32E+15  7.49E-14     3267465
    39.50       8.18E-17  9.79E-16    77.87  1.31E+15  7.62E-14     3226993
    40.50       7.54E-17  9.85E-16    78.95  1.30E+15  7.78E-14     3183168
    41.50       8.10E-17  9.89E-16    79.86  1.29E+15  7.90E-14     3146881
    42.50       7.01E-17  9.95E-16    80.79  1.27E+15  8.04E-14     3110562
    43.50       6.68E-17  1.00E-15    81.70  1.26E+15  8.19E-14     3076339
    44.50       7.39E-17  1.01E-15    82.54  1.25E+15  8.33E-14     3044602
    45.50       7.76E-17  1.02E-15    83.32  1.24E+15  8.47E-14     3016290
    46.50       7.73E-17  1.02E-15    84.22  1.23E+15  8.63E-14     2983722
    47.50       8.39E-17  1.03E-15    84.93  1.22E+15  8.75E-14     2959211
    48.50       8.90E-17  1.04E-15    85.67  1.21E+15  8.91E-14     2933627
    49.50       8.16E-17  1.05E-15    86.38  1.20E+15  9.05E-14     2909786
    50.50       1.05E-16  1.06E-15    87.15  1.19E+15  9.21E-14     2883435
    51.50       1.21E-16  1.06E-15    87.92  1.18E+15  9.35E-14     2858592
    52.50       1.65E-16  1.07E-15    88.57  1.17E+15  9.48E-14     2837767
    53.50       8.99E-17  1.08E-15    89.26  1.16E+15  9.62E-14     2815682
    54.50       9.92E-17  1.08E-15    89.86  1.15E+15  9.75E-14     2796936
    55.50       1.03E-16  1.09E-15    90.49  1.14E+15  9.88E-14     2777713
