                                SS           DS         SPEX         DPEX          Sum
 NEG         19194163            0            0            0            0     19194163
 SI           1494069     14360544      1209405      3328558      1546787     21939363
 DI              1466      1909437       272439       424462       315043      2922847
 TI             11364       163875        73427       172008       144796       565470
 SC           9568334      1798435       251395      2611151      1212124     15441439
 DC            392795       112226        13184       197511        31221       746937
 DCAI           44265        24319         6022        32540        11150       118296
 TEX           302542     11087524      1842512      4601751      2461426     20295755
 --------------------------------------------------------------------------------------
 Sum         31008998     29456360      3668384     11367981      5722547
 
                                SS           DS         SPEX         DPEX          Sum
 NEG            23.63         0.00         0.00         0.00         0.00        23.63
 SI              1.84        17.68         1.49         4.10         1.90        27.01
 DI              0.00         2.35         0.34         0.52         0.39         3.60
 TI              0.01         0.20         0.09         0.21         0.18         0.70
 SC             11.78         2.21         0.31         3.21         1.49        19.01
 DC              0.48         0.14         0.02         0.24         0.04         0.92
 DCAI            0.05         0.03         0.01         0.04         0.01         0.15
 TEX             0.37        13.65         2.27         5.67         3.03        24.99
 --------------------------------------------------------------------------------------
 Sum            38.18        36.27         4.52        14.00         7.05
