                                SS           DS         SPEX         DPEX          Sum
 SI           5219648     28851421     13424776     30969852      6903222     85368919
 DI           6973778      2189730      1800936      2207105      1274748     14446297
 TI            262069      6714656      5171436      6989785      4364388     23502334
 DCAI           39122        40627        23425        45872        23333       172379
 SC          48024207     23670095      9478545     36346347      8623855    126143049
 DC           3088561      5713033      2466109      7627914      3458403     22354020
 TEX          4892030     29164708     16733041     31376298      9719442     91885519
 -------------------------------------------------------------------------------------
 Sum         68499415     96344270     49098268    115563173     34367391    363872517
 
                                SS           DS         SPEX         DPEX          Sum
 SI              1.43         7.93         3.69         8.51         1.90        23.46
 DI              1.92         0.60         0.49         0.61         0.35         3.97
 TI              0.07         1.85         1.42         1.92         1.20         6.46
 DCAI            0.01         0.01         0.01         0.01         0.01         0.05
 SC             13.20         6.51         2.60         9.99         2.37        34.67
 DC              0.85         1.57         0.68         2.10         0.95         6.14
 TEX             1.34         8.02         4.60         8.62         2.67        25.25
 -------------------------------------------------------------------------------------
 Sum            18.83        26.48        13.49        31.76         9.44       100.00
