 Total Production Rate:
                8.706E+03  8.663E+03  7.084E+03  1.579E+03  4.261E+01  3.745E+01  4.523E+00  5.345E-01  8.288E-02  1.091E-02  6.938E-03  0.000E+00

 Phot Eng [eV]      Total    O_Total         O6         O7    S_Total         S8         S9        S10        S11        S12        S13        S14
    100.00      3.320E-09  0.000E+00  0.000E+00  0.000E+00  3.320E-09  3.320E-09  9.533E-18  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    101.00      4.495E-09  0.000E+00  0.000E+00  0.000E+00  4.495E-09  4.495E-09  1.452E-17  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    102.00      6.069E-09  0.000E+00  0.000E+00  0.000E+00  6.069E-09  6.069E-09  2.206E-17  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    103.00      8.175E-09  0.000E+00  0.000E+00  0.000E+00  8.175E-09  8.175E-09  3.343E-17  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    104.00      1.098E-08  0.000E+00  0.000E+00  0.000E+00  1.098E-08  1.098E-08  5.053E-17  1.492E-20  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    105.00      1.472E-08  0.000E+00  0.000E+00  0.000E+00  1.472E-08  1.472E-08  7.620E-17  2.328E-20  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    106.00      1.969E-08  0.000E+00  0.000E+00  0.000E+00  1.969E-08  1.969E-08  1.146E-16  3.623E-20  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    107.00      2.626E-08  0.000E+00  0.000E+00  0.000E+00  2.626E-08  2.626E-08  1.720E-16  5.624E-20  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    108.00      3.494E-08  0.000E+00  0.000E+00  0.000E+00  3.494E-08  3.494E-08  2.575E-16  8.709E-20  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    109.00      4.637E-08  0.000E+00  0.000E+00  0.000E+00  4.637E-08  4.637E-08  3.845E-16  1.498E-19  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    110.00      6.139E-08  0.000E+00  0.000E+00  0.000E+00  6.139E-08  6.139E-08  5.727E-16  2.443E-19  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    111.00      8.108E-08  0.000E+00  0.000E+00  0.000E+00  8.108E-08  8.108E-08  8.508E-16  3.763E-19  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    112.00      1.068E-07  0.000E+00  0.000E+00  0.000E+00  1.068E-07  1.068E-07  1.261E-15  5.781E-19  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    113.00      1.404E-07  0.000E+00  0.000E+00  0.000E+00  1.404E-07  1.404E-07  1.864E-15  8.860E-19  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    114.00      1.840E-07  0.000E+00  0.000E+00  0.000E+00  1.840E-07  1.840E-07  2.750E-15  1.354E-18  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    115.00      2.407E-07  0.000E+00  0.000E+00  0.000E+00  2.407E-07  2.407E-07  4.046E-15  2.066E-18  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    116.00      3.140E-07  0.000E+00  0.000E+00  0.000E+00  3.140E-07  3.140E-07  5.937E-15  3.142E-18  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    117.00      4.086E-07  0.000E+00  0.000E+00  0.000E+00  4.086E-07  4.086E-07  8.692E-15  4.768E-18  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    118.00      5.305E-07  0.000E+00  0.000E+00  0.000E+00  5.305E-07  5.305E-07  1.269E-14  7.217E-18  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    119.00      6.870E-07  0.000E+00  0.000E+00  0.000E+00  6.870E-07  6.870E-07  1.849E-14  1.090E-17  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    120.00      8.874E-07  0.000E+00  0.000E+00  0.000E+00  8.874E-07  8.874E-07  2.687E-14  1.642E-17  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    121.00      1.144E-06  0.000E+00  0.000E+00  0.000E+00  1.144E-06  1.144E-06  3.895E-14  2.469E-17  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    122.00      1.470E-06  0.000E+00  0.000E+00  0.000E+00  1.470E-06  1.470E-06  5.633E-14  3.700E-17  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    123.00      1.885E-06  0.000E+00  0.000E+00  0.000E+00  1.885E-06  1.885E-06  8.125E-14  5.533E-17  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    124.00      2.411E-06  0.000E+00  0.000E+00  0.000E+00  2.411E-06  2.411E-06  1.169E-13  8.253E-17  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    125.00      3.077E-06  0.000E+00  0.000E+00  0.000E+00  3.077E-06  3.077E-06  1.678E-13  1.228E-16  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    126.00      3.917E-06  0.000E+00  0.000E+00  0.000E+00  3.917E-06  3.917E-06  2.403E-13  1.822E-16  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    127.00      4.974E-06  0.000E+00  0.000E+00  0.000E+00  4.974E-06  4.974E-06  3.432E-13  2.698E-16  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    128.00      6.300E-06  0.000E+00  0.000E+00  0.000E+00  6.300E-06  6.300E-06  4.890E-13  3.984E-16  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    129.00      7.961E-06  0.000E+00  0.000E+00  0.000E+00  7.961E-06  7.961E-06  6.951E-13  5.869E-16  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    130.00      1.003E-05  0.000E+00  0.000E+00  0.000E+00  1.003E-05  1.003E-05  9.855E-13  8.624E-16  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    131.00      1.262E-05  0.000E+00  0.000E+00  0.000E+00  1.262E-05  1.262E-05  1.394E-12  1.264E-15  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    132.00      1.583E-05  0.000E+00  0.000E+00  0.000E+00  1.583E-05  1.583E-05  1.967E-12  1.849E-15  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    133.00      1.980E-05  0.000E+00  0.000E+00  0.000E+00  1.980E-05  1.980E-05  2.768E-12  2.696E-15  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    134.00      2.472E-05  0.000E+00  0.000E+00  0.000E+00  2.472E-05  2.472E-05  3.886E-12  3.923E-15  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    135.00      3.078E-05  0.000E+00  0.000E+00  0.000E+00  3.078E-05  3.078E-05  5.442E-12  5.695E-15  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    136.00      3.824E-05  0.000E+00  0.000E+00  0.000E+00  3.824E-05  3.824E-05  7.604E-12  8.245E-15  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    137.00      4.738E-05  0.000E+00  0.000E+00  0.000E+00  4.738E-05  4.738E-05  1.060E-11  1.191E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    138.00      5.856E-05  0.000E+00  0.000E+00  0.000E+00  5.856E-05  5.856E-05  1.473E-11  1.716E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    139.00      7.221E-05  0.000E+00  0.000E+00  0.000E+00  7.221E-05  7.221E-05  2.043E-11  2.466E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    140.00      8.883E-05  0.000E+00  0.000E+00  0.000E+00  8.883E-05  8.883E-05  2.827E-11  3.535E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    141.00      1.090E-04  0.000E+00  0.000E+00  0.000E+00  1.090E-04  1.090E-04  3.901E-11  5.056E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    142.00      1.334E-04  0.000E+00  0.000E+00  0.000E+00  1.334E-04  1.334E-04  5.371E-11  7.213E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    143.00      1.629E-04  0.000E+00  0.000E+00  0.000E+00  1.629E-04  1.629E-04  7.376E-11  1.027E-13  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    144.00      1.985E-04  0.000E+00  0.000E+00  0.000E+00  1.985E-04  1.985E-04  1.011E-10  1.457E-13  1.054E-20  0.000E+00  0.000E+00  0.000E+00
    145.00      2.412E-04  0.000E+00  0.000E+00  0.000E+00  2.412E-04  2.412E-04  1.381E-10  2.064E-13  1.631E-20  0.000E+00  0.000E+00  0.000E+00
    146.00      2.923E-04  0.000E+00  0.000E+00  0.000E+00  2.923E-04  2.923E-04  1.883E-10  2.915E-13  2.518E-20  0.000E+00  0.000E+00  0.000E+00
    147.00      3.535E-04  0.000E+00  0.000E+00  0.000E+00  3.535E-04  3.535E-04  2.560E-10  4.108E-13  3.876E-20  0.000E+00  0.000E+00  0.000E+00
    148.00      4.264E-04  0.000E+00  0.000E+00  0.000E+00  4.264E-04  4.264E-04  3.474E-10  5.774E-13  5.953E-20  0.000E+00  0.000E+00  0.000E+00
    149.00      5.132E-04  0.000E+00  0.000E+00  0.000E+00  5.132E-04  5.132E-04  4.701E-10  8.097E-13  1.046E-19  0.000E+00  0.000E+00  0.000E+00
    150.00      6.160E-04  0.000E+00  0.000E+00  0.000E+00  6.160E-04  6.160E-04  6.347E-10  1.133E-12  1.601E-19  0.000E+00  0.000E+00  0.000E+00
    151.00      7.377E-04  0.000E+00  0.000E+00  0.000E+00  7.377E-04  7.377E-04  8.547E-10  1.580E-12  2.444E-19  0.000E+00  0.000E+00  0.000E+00
