                                SS           DS         SPEX         DPEX          Sum
 SI         824549008     91030967     36947596    110564191     22504152   1085595914
 DI         182895478     18141445     11141478     20310803      9126989    241616193
 TI          27236176     25595128     16998592     27976592     14700317    112506805
 DCAI         1651637       678049       311961       810977       277259      3729883
 SC         119296400     45905063     18691391     65203062     15391120    264487036
 DC           5925416     11655121      6378547     14163748      6972211     45095043
 TEX        367007191     49019893     23981725     58233371     14034665    512276845
 -------------------------------------------------------------------------------------
 Sum       1528561306    242025666    114451290    297262744     83006713   2265307719
 
                                SS           DS         SPEX         DPEX          Sum
 SI             36.40         4.02         1.63         4.88         0.99        47.92
 DI              8.07         0.80         0.49         0.90         0.40        10.67
 TI              1.20         1.13         0.75         1.24         0.65         4.97
 DCAI            0.07         0.03         0.01         0.04         0.01         0.16
 SC              5.27         2.03         0.83         2.88         0.68        11.68
 DC              0.26         0.51         0.28         0.63         0.31         1.99
 TEX            16.20         2.16         1.06         2.57         0.62        22.61
 -------------------------------------------------------------------------------------
 Sum            67.48        10.68         5.05        13.12         3.66       100.00
