                                SS           DS         SPEX         DPEX          Sum
 SI          32137621     53340406     24146397     58907040     13264904    181796368
 DI          20387386      5835736      4737071      5938727      3636140     40535060
 TI           2099431     14374778     10918228     15113592      9247235     51753264
 DCAI          491094       289273       163846       349872       144490      1438575
 SC          80340267     38650943     15852676     55822190     13253399    203919475
 DC           4479482      9402891      4969539     11742882      5719479     36314273
 TEX         20017780     42339582     21972929     46426408     12694973    143451672
 -------------------------------------------------------------------------------------
 Sum        159953061    164233609     82760686    194300711     57960620    659208687
 
                                SS           DS         SPEX         DPEX          Sum
 SI              4.88         8.09         3.66         8.94         2.01        27.58
 DI              3.09         0.89         0.72         0.90         0.55         6.15
 TI              0.32         2.18         1.66         2.29         1.40         7.85
 DCAI            0.07         0.04         0.02         0.05         0.02         0.22
 SC             12.19         5.86         2.40         8.47         2.01        30.93
 DC              0.68         1.43         0.75         1.78         0.87         5.51
 TEX             3.04         6.42         3.33         7.04         1.93        21.76
 -------------------------------------------------------------------------------------
 Sum            24.26        24.91        12.55        29.47         8.79       100.00
